,1,2
71,"[135.80078125000034, '']",[133.71875000000009]
72,"[131.2330729166667, '']",[128.6328125000001]
73,"[128.17708333333343, '']",[125.34505208333324]
74,"[101.78515625000007, '']",[99.63020833333326]
75,"[122.16015624999996, '']",[120.58203125]
76,"[183.64583333333363, '']",[181.72005208333306]
77,"[173.12239583333348, '']",[170.78124999999991]
78,"[150.0416666666667, '']",[148.53255208333331]
79,"[129.93880208333294, '']",[127.69401041666671]
80,"[80.56119791666649, '']",[79.2356770833334]
81,"[85.08072916666654, '']",[83.5078125]
82,"[77.99609374999997, '']",[76.5091145833334]
83,"[133.86848958333312, '']",[131.40104166666646]
84,"[112.92838541666676, '']",[111.1731770833332]
85,"[107.0911458333332, '']",[104.89973958333331]
86,"[99.0963541666667, '']",[97.62499999999973]
87,"[140.0703124999997, '']",[138.6536458333333]
88,"[135.3867187499998, '']",[133.9205729166667]
89,"[125.73046874999973, '']",[124.17187499999983]
90,"[140.96614583333348, '']",[138.52213541666663]
91,"[154.07812500000009, '']",[152.8489583333334]
92,"[118.37239583333329, '']",[116.62109374999983]
93,"[78.87760416666644, '']",[77.99348958333329]
94,"[84.03385416666654, '']",[82.79036458333327]
95,"[82.75781249999993, '']",[80.61328124999994]
96,"[91.1692708333332, '']",[90.11718750000003]
97,"[126.69661458333333, '']",[125.24999999999983]
98,"[131.9661458333334, '']",[129.9817708333333]
99,"[145.57682291666652, '']",[144.08463541666623]
100,"[174.59505208333331, '']",[172.57552083333337]
101,"[128.48437499999966, '']",[126.97005208333317]
102,"[124.61197916666666, '']",[122.88020833333337]
103,"[159.18750000000028, '']",[158.07942708333334]
104,"[130.30468749999974, '']",[128.97656249999957]
105,"[107.63802083333334, '']",[106.14713541666657]
106,"[165.5065104166667, '']",[163.62630208333343]
107,"[157.33854166666669, '']",[155.38411458333368]
108,"[114.63802083333312, '']",[112.86067708333326]
109,"[138.76822916666657, '']",[137.28906249999986]
110,"[170.87239583333326, '']",[168.9882812499999]
111,"[174.26432291666663, '']",[172.36328125000003]
112,"[189.08854166666694, '']",[187.1080729166665]
113,"[208.32291666666643, '']",[206.28124999999977]
114,"[204.98567708333306, '']",[202.8398437499998]
115,"[206.4140625, '']",[204.13932291666646]
116,"[207.93229166666603, '']",[205.39453124999943]
117,"[207.86848958333275, '']",[205.66666666666606]
118,"[192.56901041666654, '']",[190.6796875000002]
119,"[122.96875000000037, '']",[120.78255208333329]
120,"[130.77343749999994, '']",[128.5234374999998]
121,"[180.0507812500001, '']",[177.16927083333343]
122,"[212.59244791666663, '']",[211.18880208333323]
123,"[214.14322916666669, '']",[212.25]
124,"[199.7825520833332, '']",[198.04036458333348]
125,"[165.0130208333334, '']",[163.01822916666686]
126,"[169.35937499999997, '']",[167.54427083333317]
127,"[185.55989583333343, '']",[183.45703125000014]
128,"[198.26171875000003, '']",[196.37499999999983]
129,"[149.87369791666669, '']",[147.67838541666706]
130,"[107.35807291666652, '']",[104.93098958333333]
131,"[129.50781250000003, '']",[126.91145833333339]
132,"[159.82031249999994, '']",[157.23177083333343]
133,"[103.63932291666666, '']",[101.88151041666657]
134,"[79.18880208333331, '']",[77.65885416666664]
135,"[81.11197916666707, '']",[79.16145833333329]
136,"[96.01432291666627, '']",[94.13541666666657]
137,"[117.71484375000026, '']",[115.14713541666671]
138,"[164.86979166666674, '']",[163.14192708333326]
139,"[135.4804687500001, '']",[132.8098958333334]
140,"[111.25651041666681, '']",[109.44531250000009]
141,"[110.14062499999976, '']",[108.1263020833334]
142,"[99.35286458333333, '']",[98.0143229166665]
143,"[107.61328125000011, '']",[105.18749999999997]
144,"[135.18749999999997, '']",[132.3893229166667]
145,"[148.00911458333326, '']",[145.59505208333331]
146,"[127.72656250000001, '']",[125.73958333333334]
147,"[98.44531250000013, '']",[96.48567708333347]
148,"[151.62630208333337, '']",[150.01953125000009]
149,"[131.23958333333326, '']",[129.6054687500001]
150,"[94.30078125000014, '']",[92.62239583333313]
151,"[93.8398437499999, '']",[92.06249999999989]
152,"[114.25260416666669, '']",[112.35026041666676]
153,"[146.85286458333297, '']",[144.29036458333334]
154,"[91.54687499999991, '']",[89.61588541666667]
155,"[135.50390624999991, '']",[133.84895833333331]
156,"[161.40364583333348, '']",[159.18098958333314]
157,"[148.7864583333332, '']",[146.48958333333326]
158,"[133.32031249999994, '']",[131.88932291666674]
159,"[143.00651041666646, '']",[140.46093749999994]
160,"[69.61848958333337, '']",[67.90234374999994]
161,"[91.68880208333319, '']",[89.69270833333317]
162,"[63.779947916666785, '']",[62.782552083333286]
163,"[137.5338541666665, '']",[134.9596354166665]
164,"[113.20312499999986, '']",[111.70833333333296]
165,"[112.85026041666652, '']",[111.32421874999999]
166,"[108.83854166666657, '']",[107.72526041666694]
167,"[116.99218749999976, '']",[114.61067708333331]
168,"[102.29427083333324, '']",[101.58723958333334]
169,"[106.78906250000024, '']",[104.19531249999986]
170,"[122.51953124999969, '']",[120.48307291666654]
171,"[85.91015625, '']",[83.90885416666663]
172,"[112.27473958333334, '']",[110.22916666666669]
173,"[82.84765625000006, '']",[80.48177083333337]
174,"[79.95312500000013, '']",[77.75130208333343]
175,"[77.10677083333343, '']",[76.0325520833334]
176,"[91.93359375000027, '']",[90.50651041666691]
177,"[152.57421875000017, '']",[150.69661458333323]
178,"[140.28124999999991, '']",[138.30208333333363]
179,"[151.83593750000014, '']",[149.55338541666686]
180,"[171.56510416666663, '']",[170.0950520833334]
181,"[161.19010416666688, '']",[158.8268229166666]
182,"[182.87109375000014, '']",[181.2552083333333]
183,"[186.18098958333346, '']",[184.11067708333317]
184,"[183.748697916667, '']",[182.0598958333334]
185,"[176.27213541666666, '']",[174.54557291666646]
186,"[194.1940104166667, '']",[192.26171874999974]
187,"[180.79427083333312, '']",[178.9218750000001]
188,"[166.03255208333314, '']",[164.70572916666677]
189,"[182.7747395833335, '']",[180.80338541666669]
190,"[184.41666666666683, '']",[182.94531249999983]
191,"[154.74218750000003, '']",[152.76302083333331]
192,"[170.56510416666612, '']",[168.5507812499997]
193,"[202.33984374999966, '']",[200.33723958333343]
194,"[205.7447916666663, '']",[203.94791666666606]
195,"[206.92578124999966, '']",[204.80729166666606]
196,"[205.73958333333303, '']",[203.53776041666617]
197,"[203.9947916666664, '']",[201.9270833333331]
198,"[192.51432291666697, '']",[190.34374999999977]
199,"[131.7447916666664, '']",[129.22265625000006]
200,"[144.18749999999986, '']",[142.11458333333354]
201,"[186.45703125, '']",[184.04817708333343]
202,"[212.4778645833331, '']",[211.03906249999983]
203,"[212.47786458333303, '']",[210.2304687499996]
204,"[196.5312499999999, '']",[194.23177083333323]
205,"[167.75260416666674, '']",[165.78515624999997]
206,"[178.91145833333331, '']",[176.68619791666663]
207,"[183.2630208333331, '']",[181.03385416666669]
208,"[185.36458333333377, '']",[183.58854166666654]
209,"[150.55729166666669, '']",[148.1874999999999]
210,"[126.93229166666666, '']",[125.15364583333363]
211,"[139.63020833333337, '']",[137.37499999999983]
212,"[165.79036458333331, '']",[163.34244791666703]
213,"[115.10807291666667, '']",[113.45963541666659]
214,"[78.68489583333343, '']",[77.18750000000003]
215,"[75.83984375000011, '']",[73.91276041666669]
216,"[77.0533854166667, '']",[74.44401041666669]
217,"[105.92447916666673, '']",[104.02343750000014]
218,"[168.5377604166665, '']",[167.43359375000006]
219,"[131.59895833333314, '']",[129.50651041666657]
220,"[107.51562500000006, '']",[105.44791666666674]
221,"[119.4348958333331, '']",[117.66536458333307]
222,"[133.68880208333326, '']",[131.99348958333314]
223,"[134.51692708333326, '']",[132.01953125000023]
224,"[150.84375000000006, '']",[148.49609374999994]
225,"[149.62630208333326, '']",[147.66276041666677]
226,"[120.27864583333347, '']",[118.70182291666661]
227,"[127.41015624999997, '']",[125.42317708333314]
228,"[185.35807291666666, '']",[183.74088541666677]
229,"[172.95182291666657, '']",[171.53515624999972]
230,"[152.58463541666654, '']",[150.31119791666697]
231,"[150.10937500000006, '']",[148.4661458333332]
232,"[142.81640625000009, '']",[140.63151041666666]
233,"[155.0950520833333, '']",[152.453125]
234,"[83.39062499999991, '']",[81.30989583333329]
235,"[142.09244791666652, '']",[140.1471354166667]
236,"[153.734375, '']",[151.64843749999991]
237,"[163.70442708333306, '']",[160.79427083333303]
238,"[179.22786458333323, '']",[176.734375]
239,"[205.5611979166674, '']",[203.50520833333294]
240,"[71.89973958333329, '']",[70.33984374999999]
241,"[97.90494791666667, '']",[96.4023437499999]
242,"[59.662760416666536, '']",[58.4921875]
243,"[139.60286458333334, '']",[137.64192708333323]
244,"[112.86197916666684, '']",[111.0]
245,"[114.24218750000004, '']",[112.78385416666691]
246,"[117.83984375000021, '']",[116.02734375]
247,"[128.49479166666694, '']",[126.09114583333346]
248,"[103.57031250000004, '']",[101.6171875000001]
249,"[109.43098958333344, '']",[107.565104166667]
250,"[124.83854166666661, '']",[122.91536458333323]
251,"[79.77604166666652, '']",[77.49348958333326]
252,"[135.71484375, '']",[133.4270833333332]
253,"[120.85416666666677, '']",[118.25520833333353]
254,"[120.33854166666653, '']",[118.24869791666676]
255,"[116.40104166666674, '']",[113.36588541666653]
256,"[120.51171874999983, '']",[118.3307291666668]
257,"[134.1197916666666, '']",[131.453125]
258,"[133.42057291666626, '']",[131.0273437500004]
259,"[135.68229166666634, '']",[134.42057291666683]
260,"[141.79036458333326, '']",[140.22526041666677]
261,"[108.5078124999998, '']",[107.28385416666661]
262,"[193.0000000000004, '']",[191.213541666667]
263,"[197.8164062500003, '']",[196.765625]
264,"[193.09244791666669, '']",[191.03906249999997]
265,"[191.890625, '']",[189.67708333333374]
266,"[186.47526041666714, '']",[184.51822916666657]
267,"[172.30598958333331, '']",[170.8932291666667]
268,"[160.78255208333346, '']",[159.42447916666652]
269,"[163.9296874999999, '']",[162.02083333333343]
270,"[175.32031249999991, '']",[173.58854166666654]
271,"[153.39322916666654, '']",[150.7812500000001]
272,"[152.90104166666663, '']",[150.74609374999994]
273,"[193.46874999999977, '']",[191.40885416666657]
274,"[203.2890625, '']",[201.0]
275,"[205.07031249999983, '']",[202.4453124999995]
276,"[190.82942708333337, '']",[188.47656250000014]
277,"[175.87369791666686, '']",[173.9752604166668]
278,"[178.58854166666652, '']",[176.06380208333348]
279,"[131.5716145833333, '']",[129.6770833333335]
280,"[148.5247395833333, '']",[146.92838541666637]
281,"[181.16666666666657, '']",[179.03255208333331]
282,"[196.3841145833331, '']",[193.92317708333292]
283,"[191.8528645833332, '']",[189.61848958333294]
284,"[180.4895833333335, '']",[178.48177083333363]
285,"[174.08333333333348, '']",[171.41145833333317]
286,"[186.66145833333334, '']",[185.03255208333334]
287,"[189.8216145833332, '']",[188.57812499999986]
288,"[197.66406249999991, '']",[195.48177083333317]
289,"[193.48697916666677, '']",[191.4505208333331]
290,"[184.26822916666674, '']",[181.68619791666663]
291,"[162.96614583333317, '']",[160.65104166666674]
292,"[178.4348958333334, '']",[175.56901041666663]
293,"[162.7773437500001, '']",[160.77473958333331]
294,"[155.63020833333326, '']",[153.5325520833331]
295,"[150.90104166666643, '']",[148.62369791666626]
296,"[141.5703125, '']",[139.5364583333334]
297,"[149.34374999999991, '']",[147.30468749999994]
298,"[177.0820312499998, '']",[174.75520833333343]
299,"[139.6484374999998, '']",[136.77604166666674]
300,"[138.19661458333343, '']",[136.04947916666657]
301,"[151.0104166666668, '']",[148.3476562499999]
302,"[168.21744791666666, '']",[166.1979166666665]
303,"[173.99609375000017, '']",[172.2747395833332]
304,"[174.19661458333331, '']",[172.66015624999997]
305,"[150.28906250000003, '']",[148.57031250000009]
306,"[113.97526041666661, '']",[112.03125000000001]
307,"[150.0403645833333, '']",[147.94921875000014]
308,"[198.32552083333383, '']",[196.91796874999977]
309,"[197.9518229166674, '']",[195.88411458333334]
310,"[194.35937500000057, '']",[192.46354166666646]
311,"[188.97916666666688, '']",[187.19921874999994]
312,"[156.18880208333354, '']",[153.61197916666688]
313,"[152.375, '']",[150.20703124999991]
314,"[78.71354166666666, '']",[76.55078125000003]
315,"[160.17187499999991, '']",[158.63541666666646]
316,"[185.62760416666634, '']",[183.26953125000023]
317,"[203.41145833333366, '']",[201.52343750000045]
318,"[210.78645833333366, '']",[208.79166666666663]
319,"[219.82031249999991, '']",[217.46223958333238]
320,"[71.6731770833332, '']",[70.53255208333326]
321,"[94.06250000000013, '']",[92.44791666666657]
322,"[66.45963541666679, '']",[65.3671875000001]
323,"[128.86458333333331, '']",[127.14453124999989]
324,"[116.22786458333309, '']",[114.66666666666707]
325,"[118.99869791666694, '']",[117.55078125000006]
326,"[123.86588541666676, '']",[121.95182291666691]
327,"[132.06119791666654, '']",[130.5716145833335]
328,"[144.82421875, '']",[142.30468749999986]
329,"[105.39843750000006, '']",[103.63151041666698]
330,"[122.70442708333317, '']",[120.5182291666666]
331,"[79.59505208333326, '']",[77.78776041666677]
332,"[151.98307291666674, '']",[150.3229166666667]
333,"[155.20833333333303, '']",[153.74869791666646]
334,"[156.6510416666667, '']",[154.72395833333323]
335,"[157.57682291666657, '']",[155.2122395833333]
336,"[160.05208333333323, '']",[157.53776041666669]
337,"[150.24088541666674, '']",[147.49609374999997]
338,"[169.23046874999994, '']",[167.38671874999986]
339,"[143.02994791666669, '']",[141.25651041666632]
340,"[135.62890624999977, '']",[134.45052083333331]
341,"[90.99739583333317, '']",[89.71093749999994]
342,"[188.27734375000045, '']",[185.78515625000017]
343,"[191.77604166666666, '']",[189.88932291666742]
344,"[183.98046875000034, '']",[181.69140625000026]
345,"[179.14453125, '']",[177.26822916666683]
346,"[170.15494791666686, '']",[167.69010416666663]
347,"[157.0377604166669, '']",[154.65494791666677]
348,"[142.53125000000028, '']",[141.12890624999974]
349,"[155.7083333333331, '']",[154.14192708333337]
350,"[158.98567708333346, '']",[156.66536458333337]
351,"[175.54427083333334, '']",[173.37369791666654]
352,"[126.40885416666671, '']",[124.83984375000006]
353,"[188.83593749999986, '']",[187.25911458333334]
354,"[202.4322916666661, '']",[200.4166666666661]
355,"[203.1640624999999, '']",[200.99739583333383]
356,"[179.10156249999994, '']",[176.93359375000006]
357,"[156.96614583333388, '']",[154.56119791666677]
358,"[153.7239583333334, '']",[150.70963541666663]
359,"[128.3802083333332, '']",[126.08854166666654]
360,"[159.41276041666677, '']",[156.87760416666652]
361,"[173.58984374999986, '']",[171.87109375000006]
362,"[133.22265624999991, '']",[130.66406249999994]
363,"[124.59635416666671, '']",[122.52994791666696]
364,"[156.90364583333331, '']",[154.69531250000003]
365,"[177.484375, '']",[174.91536458333343]
366,"[166.7434895833332, '']",[165.10807291666652]
367,"[173.77864583333348, '']",[172.14453124999972]
368,"[171.05078124999972, '']",[169.1901041666666]
369,"[163.11979166666669, '']",[160.64062499999966]
370,"[167.1171875, '']",[165.08463541666674]
371,"[166.68749999999977, '']",[164.79296874999986]
372,"[174.89062499999994, '']",[172.75130208333326]
373,"[180.57682291666657, '']",[178.44140625000006]
374,"[194.28124999999946, '']",[192.04557291666669]
375,"[193.9804687499999, '']",[191.92317708333326]
376,"[192.39453124999972, '']",[189.52213541666657]
377,"[188.79687500000006, '']",[186.97526041666677]
378,"[186.66015625, '']",[184.8085937499998]
379,"[153.7408854166666, '']",[151.8450520833335]
380,"[188.61197916666663, '']",[186.93750000000006]
381,"[199.87239583333294, '']",[197.604166666667]
382,"[200.05468750000009, '']",[197.483072916667]
383,"[203.71223958333337, '']",[201.14583333333363]
384,"[192.24869791666669, '']",[189.95703125000028]
385,"[162.29557291666643, '']",[160.51692708333337]
386,"[116.84114583333327, '']",[114.50130208333312]
387,"[163.84765624999997, '']",[161.45052083333317]
388,"[188.87109375000043, '']",[186.59375000000017]
389,"[180.72916666666654, '']",[179.0130208333333]
390,"[168.45963541666666, '']",[166.12239583333334]
391,"[154.00651041666683, '']",[151.7747395833333]
392,"[149.9856770833333, '']",[147.32812500000014]
393,"[156.83854166666669, '']",[154.99479166666652]
394,"[71.08723958333337, '']",[68.98307291666676]
395,"[124.2265624999998, '']",[121.89322916666629]
396,"[134.9830729166665, '']",[133.17057291666666]
397,"[139.921875, '']",[138.61067708333283]
398,"[139.98958333333323, '']",[138.70312499999986]
399,"[140.30859374999972, '']",[138.23828125000017]
400,"[75.43229166666669, '']",[73.89713541666674]
401,"[85.10937500000013, '']",[83.99088541666673]
402,"[73.93619791666667, '']",[72.48958333333346]
403,"[123.38281249999991, '']",[120.84895833333323]
404,"[130.2174479166667, '']",[129.11458333333306]
405,"[127.74479166666652, '']",[126.14062499999979]
406,"[141.33333333333303, '']",[139.01302083333334]
407,"[143.06901041666674, '']",[140.98958333333357]
408,"[128.9960937500002, '']",[126.78385416666659]
409,"[108.67187499999993, '']",[106.877604166667]
410,"[119.98437499999993, '']",[117.65234374999984]
411,"[80.55859375000006, '']",[79.08854166666673]
412,"[149.74479166666694, '']",[147.77213541666674]
413,"[162.66015624999977, '']",[159.75]
414,"[164.16145833333343, '']",[162.16666666666654]
415,"[163.65494791666652, '']",[161.28776041666654]
416,"[169.09505208333334, '']",[167.140625]
417,"[152.12109374999994, '']",[150.14583333333337]
418,"[163.71223958333323, '']",[162.26692708333368]
419,"[145.3059895833333, '']",[143.96354166666666]
420,"[141.00390624999997, '']",[139.57552083333334]
421,"[85.2695312499999, '']",[84.18489583333329]
422,"[180.72786458333331, '']",[178.96874999999972]
423,"[193.341145833333, '']",[190.89713541666612]
424,"[199.28124999999932, '']",[197.00260416666654]
425,"[201.8502604166666, '']",[199.4882812499996]
426,"[206.10286458333331, '']",[204.19010416666595]
427,"[204.44531249999915, '']",[202.02734374999972]
428,"[162.9518229166667, '']",[160.82421875000009]
429,"[173.43229166666637, '']",[172.2200520833336]
430,"[188.12109374999997, '']",[186.1471354166665]
431,"[167.40494791666669, '']",[165.57812499999994]
432,"[86.25000000000001, '']",[83.99218750000003]
433,"[184.65494791666657, '']",[182.48567708333312]
434,"[202.36588541666626, '']",[200.0924479166661]
435,"[197.88151041666703, '']",[195.96874999999972]
436,"[180.06510416666686, '']",[178.67187500000009]
437,"[170.95963541666683, '']",[168.05208333333343]
438,"[160.21354166666646, '']",[157.270833333333]
439,"[129.28515624999974, '']",[126.5286458333332]
440,"[157.75520833333326, '']",[155.9674479166667]
441,"[156.8671875, '']",[154.48046875]
442,"[155.54817708333326, '']",[153.45312499999986]
443,"[163.03776041666637, '']",[160.73958333333326]
444,"[163.56380208333326, '']",[162.02083333333337]
445,"[166.55338541666654, '']",[164.75520833333343]
446,"[162.97135416666674, '']",[161.51822916666646]
447,"[152.69661458333354, '']",[151.47135416666654]
448,"[140.41145833333331, '']",[137.94401041666666]
449,"[135.0690104166668, '']",[132.80208333333366]
450,"[146.97395833333326, '']",[144.95312500000014]
451,"[167.65494791666674, '']",[164.97005208333314]
452,"[162.06249999999997, '']",[159.70052083333337]
453,"[159.63802083333377, '']",[158.10416666666646]
454,"[162.38281250000003, '']",[161.37630208333263]
455,"[149.25390625000006, '']",[147.17447916666666]
456,"[145.91406249999994, '']",[143.74348958333337]
457,"[161.8723958333332, '']",[159.65885416666677]
458,"[178.30989583333314, '']",[176.5624999999999]
459,"[155.23177083333326, '']",[153.28125000000006]
460,"[187.38020833333331, '']",[185.04817708333348]
461,"[197.60546874999955, '']",[195.8841145833334]
462,"[196.87890624999974, '']",[194.1588541666667]
463,"[200.6653645833329, '']",[198.86588541666703]
464,"[187.65885416666669, '']",[185.39973958333337]
465,"[170.89453125000026, '']",[168.45052083333331]
466,"[117.86718749999977, '']",[116.80598958333317]
467,"[187.7643229166666, '']",[184.9830729166667]
468,"[213.64583333333283, '']",[211.01432291666654]
469,"[210.28906249999955, '']",[207.52734375000048]
470,"[202.45963541666603, '']",[200.16145833333312]
471,"[183.26302083333334, '']",[180.4348958333335]
472,"[162.03515625000014, '']",[158.9244791666667]
473,"[155.2122395833333, '']",[153.2460937500001]
474,"[84.9322916666667, '']",[83.2109375]
475,"[150.34765625000023, '']",[147.42968749999991]
476,"[142.02864583333334, '']",[139.48697916666646]
477,"[122.30729166666646, '']",[119.02864583333339]
478,"[101.44010416666674, '']",[99.23697916666686]
479,"[94.9973958333331, '']",[92.60416666666697]
480,"[66.03645833333337, '']",[64.40885416666664]
481,"[63.5234375, '']",[61.25390625000008]
482,"[58.29947916666658, '']",[56.294270833333194]
483,"[109.05729166666671, '']",[106.64973958333327]
484,"[190.6432291666668, '']",[189.0234375]
485,"[158.27604166666598, '']",[156.47265624999997]
486,"[143.86328124999991, '']",[141.54817708333334]
487,"[147.1927083333333, '']",[145.0104166666664]
488,"[133.3958333333333, '']",[132.05598958333314]
489,"[122.01171875000021, '']",[120.0390625000003]
490,"[131.0351562500001, '']",[128.8893229166662]
491,"[84.60156249999991, '']",[82.88541666666656]
492,"[141.6354166666666, '']",[140.11067708333326]
493,"[158.72786458333337, '']",[156.6458333333336]
494,"[158.953125, '']",[157.49739583333337]
495,"[158.94270833333323, '']",[156.87630208333337]
496,"[164.98958333333323, '']",[162.83463541666663]
497,"[156.6223958333332, '']",[154.87760416666657]
498,"[169.16145833333354, '']",[167.43749999999986]
499,"[150.56640625, '']",[149.41406249999997]
500,"[152.36848958333326, '']",[151.3164062499999]
501,"[78.40234374999993, '']",[76.69401041666663]
502,"[170.34895833333331, '']",[168.1171875000001]
503,"[183.33593749999983, '']",[181.89453124999977]
504,"[189.1874999999997, '']",[186.94791666666623]
505,"[190.69010416666632, '']",[188.67057291666623]
506,"[196.54427083333277, '']",[194.1874999999996]
507,"[200.94010416666674, '']",[198.83072916666654]
508,"[167.60546875000009, '']",[165.62499999999994]
509,"[181.8124999999999, '']",[179.96744791666663]
510,"[186.82682291666643, '']",[184.45442708333346]
511,"[168.49218750000006, '']",[166.91796875000003]
512,"[89.73567708333337, '']",[87.99348958333326]
513,"[175.89843749999986, '']",[173.3541666666667]
514,"[174.9231770833331, '']",[172.85937499999997]
515,"[149.85286458333326, '']",[147.7695312500003]
516,"[132.63671875000006, '']",[129.69661458333334]
517,"[128.23046875000023, '']",[125.44401041666696]
518,"[119.78125000000004, '']",[116.83333333333334]
519,"[116.50000000000009, '']",[114.17447916666659]
520,"[169.42578124999997, '']",[167.0742187500001]
521,"[158.8763020833333, '']",[157.3138020833334]
522,"[154.66666666666657, '']",[152.18489583333331]
523,"[190.08463541666623, '']",[188.66927083333286]
524,"[147.6171874999999, '']",[145.57421874999991]
525,"[134.83723958333337, '']",[133.29166666666677]
526,"[153.97395833333326, '']",[151.9648437500001]
527,"[160.37369791666657, '']",[158.76302083333331]
528,"[148.3632812500003, '']",[145.6093750000001]
529,"[137.43098958333331, '']",[135.34895833333343]
530,"[144.63541666666677, '']",[142.64322916666669]
531,"[163.11197916666634, '']",[161.06380208333314]
532,"[158.72916666666663, '']",[155.94661458333334]
533,"[158.03776041666654, '']",[155.80729166666663]
534,"[158.09244791666674, '']",[155.9166666666666]
535,"[135.7864583333332, '']",[134.30729166666646]
536,"[123.33984374999977, '']",[120.97265624999991]
537,"[130.55338541666666, '']",[128.7291666666665]
538,"[171.32552083333354, '']",[169.07812499999997]
539,"[174.10416666666703, '']",[172.17968750000006]
540,"[184.7135416666663, '']",[182.8958333333332]
541,"[189.33333333333346, '']",[187.1406250000001]
542,"[172.4296874999998, '']",[170.31249999999991]
543,"[183.98567708333331, '']",[181.8255208333335]
544,"[179.33723958333303, '']",[177.69401041666663]
545,"[171.26302083333357, '']",[169.22656249999983]
546,"[121.48307291666674, '']",[119.70703125000003]
547,"[195.23177083333343, '']",[193.42447916666697]
548,"[207.69921875000077, '']",[205.90234375000045]
549,"[206.16796875000023, '']",[204.65885416666717]
550,"[211.0455729166668, '']",[208.48177083333357]
551,"[202.9921875, '']",[200.68880208333314]
552,"[161.92317708333326, '']",[159.6041666666668]
553,"[157.70312500000003, '']",[155.33854166666646]
554,"[116.37890625000006, '']",[114.61067708333348]
555,"[211.34765625000017, '']",[209.1184895833338]
556,"[213.72135416666663, '']",[211.3984375000001]
557,"[202.24218749999986, '']",[200.17708333333326]
558,"[189.794270833333, '']",[187.55468749999974]
559,"[183.4843749999996, '']",[181.06119791666686]
560,"[29.045572916666703, '']",[27.354166666666675]
561,"[28.947916666666686, '']",[26.89583333333333]
562,"[42.97916666666663, '']",[41.24739583333334]
563,"[94.75520833333346, '']",[93.06901041666671]
