,1,2
891,"[96.10937500000001, '']",[93.99739583333329]
892,"[163.00651041666666, '']",[161.40885416666646]
893,"[167.09244791666646, '']",[164.71223958333337]
894,"[167.31770833333334, '']",[164.9752604166664]
895,"[169.2669270833332, '']",[167.10026041666686]
896,"[133.06770833333348, '']",[130.54296875]
897,"[155.41276041666652, '']",[153.10416666666663]
898,"[169.4401041666664, '']",[167.2643229166668]
899,"[88.35937500000007, '']",[86.45833333333336]
900,"[186.62500000000003, '']",[184.4335937500001]
901,"[187.43619791666637, '']",[185.68229166666632]
902,"[193.38281249999994, '']",[190.8567708333339]
903,"[196.77864583333414, '']",[194.5]
904,"[193.46744791666666, '']",[191.65885416666697]
905,"[104.17838541666654, '']",[102.2330729166667]
906,"[162.46744791666669, '']",[160.3424479166668]
907,"[179.5677083333334, '']",[177.31640624999986]
908,"[112.40624999999994, '']",[111.07291666666683]
909,"[185.66666666666669, '']",[183.84505208333334]
910,"[193.05598958333348, '']",[191.35416666666663]
911,"[183.88671875000043, '']",[182.43098958333337]
912,"[176.83984375000023, '']",[174.66796874999972]
913,"[173.88151041666688, '']",[171.65494791666703]
914,"[175.31640625, '']",[174.23828124999997]
915,"[132.8997395833335, '']",[131.40234374999997]
916,"[136.48177083333331, '']",[133.9062500000001]
917,"[196.54947916666652, '']",[194.95833333333312]
918,"[120.85416666666694, '']",[119.5924479166667]
919,"[171.14192708333312, '']",[169.24609374999986]
920,"[167.2968750000002, '']",[165.17057291666634]
921,"[149.56770833333348, '']",[147.5494791666668]
922,"[127.55598958333346, '']",[125.50520833333343]
923,"[116.95442708333329, '']",[114.89062500000014]
924,"[112.39843749999986, '']",[110.98046875]
925,"[122.6666666666667, '']",[121.23177083333327]
926,"[132.9726562499999, '']",[129.79687499999986]
927,"[99.72916666666664, '']",[98.40494791666642]
928,"[165.8281250000001, '']",[164.07031250000003]
929,"[74.16536458333336, '']",[71.63281250000006]
930,"[112.8554687499999, '']",[111.09895833333343]
931,"[98.00130208333341, '']",[96.69661458333336]
932,"[149.61067708333363, '']",[147.1614583333333]
933,"[178.55338541666728, '']",[176.05338541666697]
934,"[171.37239583333334, '']",[169.91796874999986]
935,"[163.26953124999994, '']",[161.71223958333306]
936,"[171.63411458333343, '']",[170.32291666666663]
937,"[182.03515625000003, '']",[180.37500000000017]
938,"[172.60026041666652, '']",[170.60937499999986]
939,"[161.83463541666666, '']",[159.68489583333337]
940,"[156.62500000000017, '']",[154.73828124999997]
941,"[153.31770833333334, '']",[151.65234375000003]
942,"[61.39583333333336, '']",[60.08463541666657]
943,"[178.1731770833332, '']",[176.2317708333333]
944,"[197.56119791666706, '']",[196.28125000000028]
945,"[214.34114583333348, '']",[211.7252604166667]
946,"[202.10546875000023, '']",[199.89843749999957]
947,"[197.03515625000003, '']",[195.16536458333377]
948,"[166.7942708333333, '']",[165.346354166667]
949,"[139.7825520833332, '']",[137.49348958333326]
950,"[138.69010416666663, '']",[136.64192708333331]
951,"[193.2265625, '']",[190.92708333333331]
952,"[193.98958333333346, '']",[191.84114583333374]
953,"[216.79036458333337, '']",[214.91145833333297]
954,"[233.93880208333348, '']",[231.88932291666686]
955,"[236.42317708333348, '']",[233.80598958333374]
956,"[236.94140625000006, '']",[235.50130208333394]
957,"[238.00000000000065, '']",[235.77083333333442]
958,"[222.50390624999991, '']",[220.91406250000006]
959,"[179.1888020833334, '']",[177.4388020833336]
960,"[183.95703124999974, '']",[182.3502604166664]
961,"[194.6119791666665, '']",[192.65364583333317]
962,"[203.30078124999946, '']",[201.52083333333292]
963,"[185.0611979166669, '']",[183.365885416667]
964,"[66.74609374999983, '']",[64.76562499999986]
965,"[48.43098958333339, '']",[46.65364583333334]
966,"[74.80989583333341, '']",[73.01302083333343]
967,"[105.66015625000009, '']",[103.68880208333343]
968,"[93.91796875000004, '']",[92.21484374999997]
969,"[60.382812499999915, '']",[58.58984375000006]
970,"[95.14713541666674, '']",[92.9713541666666]
971,"[92.39062500000006, '']",[90.51562499999994]
972,"[167.22656250000017, '']",[165.24739583333337]
973,"[171.03906250000028, '']",[169.19791666666643]
974,"[172.7252604166667, '']",[171.00260416666654]
975,"[174.80338541666646, '']",[172.62890625]
976,"[137.7734375, '']",[135.97916666666663]
977,"[153.02864583333334, '']",[151.15624999999997]
978,"[175.91666666666663, '']",[174.14453125000006]
979,"[86.64583333333334, '']",[84.8789062500001]
980,"[185.26692708333297, '']",[184.10677083333312]
981,"[189.80338541666615, '']",[187.75130208333331]
982,"[195.49869791666652, '']",[193.06640625000028]
983,"[199.57421874999937, '']",[197.0794270833327]
984,"[195.6627604166668, '']",[193.36197916666652]
985,"[110.39843749999994, '']",[108.5026041666665]
986,"[158.76041666666666, '']",[156.87499999999997]
987,"[181.19531249999974, '']",[179.22916666666657]
988,"[116.58854166666663, '']",[115.09244791666673]
989,"[167.64453125000006, '']",[165.58203124999986]
990,"[167.01562499999977, '']",[164.9140624999998]
991,"[173.35416666666677, '']",[171.53776041666654]
992,"[186.84114583333363, '']",[184.75260416666697]
993,"[195.3893229166663, '']",[193.9596354166668]
994,"[198.39973958333326, '']",[196.15755208333314]
995,"[132.0585937500001, '']",[129.99739583333331]
996,"[132.3450520833333, '']",[130.38932291666669]
997,"[194.94401041666666, '']",[192.92317708333343]
998,"[122.5221354166667, '']",[120.97005208333329]
999,"[186.04427083333354, '']",[183.89843750000003]
1000,"[189.74348958333348, '']",[187.58333333333346]
1001,"[188.09765624999983, '']",[185.55989583333314]
1002,"[190.85937499999977, '']",[188.96354166666725]
1003,"[197.95572916666688, '']",[195.92578125]
1004,"[200.12500000000014, '']",[198.56640625000003]
1005,"[191.55338541666677, '']",[189.7968749999998]
1006,"[126.3424479166667, '']",[124.22395833333302]
1007,"[97.95052083333329, '']",[96.38151041666671]
1008,"[164.64973958333334, '']",[162.85807291666666]
1009,"[71.47786458333331, '']",[69.41666666666667]
1010,"[120.72265624999996, '']",[119.56640625000011]
1011,"[116.34635416666664, '']",[114.60937500000009]
1012,"[137.75651041666657, '']",[136.55859374999977]
1013,"[151.64192708333326, '']",[150.25000000000006]
1014,"[172.02473958333348, '']",[170.89713541666677]
1015,"[186.0703125000005, '']",[184.3385416666663]
1016,"[199.56380208333374, '']",[197.70572916666646]
1017,"[203.7213541666672, '']",[202.2539062500002]
1018,"[165.24739583333346, '']",[162.5976562500001]
1019,"[131.41145833333317, '']",[129.7070312499998]
1020,"[133.51302083333343, '']",[131.4921875]
1021,"[134.31119791666674, '']",[132.04817708333343]
1022,"[52.52604166666663, '']",[50.59374999999998]
1023,"[193.04296875, '']",[191.39322916666686]
1024,"[213.82421874999983, '']",[212.0872395833336]
1025,"[214.01953124999943, '']",[212.46744791666723]
1026,"[213.07682291666677, '']",[212.11458333333331]
1027,"[213.84505208333314, '']",[212.39062499999952]
1028,"[214.98828125000003, '']",[212.34895833333263]
1029,"[203.9348958333334, '']",[201.37239583333326]
1030,"[205.47135416666666, '']",[203.22526041666637]
1031,"[220.60416666666706, '']",[218.1380208333335]
1032,"[220.3880208333337, '']",[218.80208333333363]
1033,"[223.56770833333368, '']",[221.74869791666762]
1034,"[218.1471354166665, '']",[215.6315104166675]
1035,"[214.52994791666683, '']",[212.26041666666717]
1036,"[214.57031250000017, '']",[212.23567708333306]
1037,"[211.73828125000077, '']",[210.22395833333317]
1038,"[196.99609375000017, '']",[194.8333333333334]
1039,"[181.7252604166665, '']",[179.7096354166664]
1040,"[131.63671874999991, '']",[130.07552083333317]
1041,"[128.8098958333332, '']",[127.30468749999983]
1042,"[112.94791666666643, '']",[111.30208333333304]
1043,"[97.74739583333316, '']",[96.59635416666642]
1044,"[79.04817708333339, '']",[76.67187500000003]
1045,"[110.59505208333337, '']",[109.23307291666676]
1046,"[136.62239583333306, '']",[134.77343750000006]
1047,"[150.67708333333326, '']",[148.67708333333337]
1048,"[117.2200520833336, '']",[114.84505208333329]
1049,"[60.27343749999991, '']",[58.28124999999995]
1050,"[95.64713541666664, '']",[93.7018229166667]
1051,"[99.45312499999997, '']",[97.52343749999999]
1052,"[168.82291666666657, '']",[167.08463541666674]
1053,"[172.52734375000023, '']",[171.2630208333334]
1054,"[173.65364583333343, '']",[172.2721354166665]
1055,"[177.32291666666677, '']",[175.61197916666686]
1056,"[140.71484375, '']",[138.46484374999994]
1057,"[149.38932291666663, '']",[147.14973958333334]
1058,"[177.9622395833333, '']",[175.58463541666654]
1059,"[85.61328125000003, '']",[83.92578125]
1060,"[181.3203124999999, '']",[179.5572916666665]
1061,"[187.18489583333323, '']",[185.5429687499994]
1062,"[189.37239583333306, '']",[187.86067708333297]
1063,"[189.73697916666706, '']",[187.24088541666623]
1064,"[171.07942708333363, '']",[169.04687500000003]
1065,"[117.13020833333323, '']",[114.97005208333329]
1066,"[155.15494791666654, '']",[152.89322916666663]
1067,"[182.2513020833334, '']",[180.36197916666652]
1068,"[116.78385416666663, '']",[115.39062500000018]
1069,"[188.77473958333303, '']",[186.79166666666669]
1070,"[202.98437500000006, '']",[200.66276041666606]
1071,"[206.38281250000017, '']",[204.6080729166664]
1072,"[207.63541666666669, '']",[205.88151041666612]
1073,"[204.954427083333, '']",[203.32291666666669]
1074,"[198.6432291666666, '']",[196.5273437499999]
1075,"[133.29296875, '']",[130.97265625000009]
1076,"[132.45572916666657, '']",[130.95182291666657]
1077,"[192.06770833333326, '']",[190.00390624999974]
1078,"[129.85286458333334, '']",[128.22265625000026]
1079,"[198.36067708333334, '']",[196.64713541666632]
1080,"[202.88281249999991, '']",[200.94401041666632]
1081,"[208.5429687499996, '']",[206.67968749999963]
1082,"[211.5911458333331, '']",[209.66536458333275]
1083,"[212.3593750000002, '']",[210.1132812499999]
1084,"[207.61718749999997, '']",[206.4309895833335]
1085,"[199.0533854166668, '']",[197.3997395833334]
1086,"[132.0338541666668, '']",[129.1875000000003]
1087,"[94.47786458333331, '']",[93.05598958333334]
1088,"[163.87890625000003, '']",[162.37760416666663]
1089,"[70.42968750000011, '']",[68.88932291666661]
1090,"[179.96614583333317, '']",[178.77864583333326]
1091,"[197.48958333333272, '']",[195.69140624999991]
1092,"[197.02604166666643, '']",[195.48177083333337]
1093,"[199.67838541666686, '']",[197.94531250000023]
1094,"[187.75130208333337, '']",[186.73307291666663]
1095,"[179.79557291666666, '']",[177.95572916666634]
1096,"[183.74739583333292, '']",[182.33333333333326]
1097,"[189.39062499999974, '']",[187.87890625000017]
1098,"[164.08984375000006, '']",[161.85026041666666]
1099,"[114.8828125000002, '']",[112.2252604166666]
1100,"[125.97395833333329, '']",[123.9192708333334]
1101,"[123.20703125000013, '']",[121.7565104166664]
1102,"[53.24999999999994, '']",[51.62109375000002]
1103,"[157.7408854166666, '']",[155.6158854166667]
1104,"[160.46744791666683, '']",[158.7838541666669]
1105,"[160.66015624999997, '']",[159.37890625000045]
1106,"[171.36718750000023, '']",[169.84505208333385]
1107,"[173.45703124999997, '']",[172.06770833333402]
1108,"[171.24739583333363, '']",[169.76953125000074]
1109,"[170.4192708333337, '']",[168.665364583334]
1110,"[173.8294270833338, '']",[172.37760416666725]
1111,"[192.23958333333394, '']",[190.75781249999994]
1112,"[207.0494791666674, '']",[205.845052083334]
1113,"[212.1080729166672, '']",[210.90104166666748]
1114,"[219.86197916666737, '']",[218.41536458333388]
1115,"[227.40364583333314, '']",[225.46614583333292]
1116,"[230.91145833333292, '']",[228.4544270833327]
1117,"[229.89973958333337, '']",[227.8567708333339]
1118,"[229.79817708333275, '']",[227.5065104166659]
1119,"[230.27473958333383, '']",[227.72916666666595]
1120,"[151.0794270833334, '']",[148.9401041666669]
1121,"[157.8463541666667, '']",[155.9296875000001]
1122,"[159.6536458333331, '']",[157.82942708333343]
1123,"[154.51302083333337, '']",[152.31770833333354]
1124,"[148.8723958333332, '']",[146.76562499999997]
1125,"[157.34114583333303, '']",[155.41276041666666]
1126,"[164.1302083333331, '']",[161.9986979166666]
1127,"[184.21223958333303, '']",[181.59375000000017]
1128,"[152.03385416666654, '']",[150.12109375000006]
1129,"[63.138020833333194, '']",[60.9231770833333]
1130,"[88.20703125000006, '']",[86.40755208333326]
1131,"[109.98958333333334, '']",[107.60026041666671]
1132,"[180.07421874999983, '']",[178.16276041666669]
1133,"[187.33854166666683, '']",[184.841145833333]
1134,"[181.80598958333348, '']",[180.17057291666683]
1135,"[181.0182291666664, '']",[179.14973958333314]
1136,"[141.21223958333346, '']",[139.41015625000006]
1137,"[151.48567708333334, '']",[149.65625000000009]
1138,"[178.15755208333314, '']",[176.1627604166667]
1139,"[82.53125000000004, '']",[80.81770833333333]
1140,"[167.99348958333343, '']",[165.94010416666657]
1141,"[169.1497395833334, '']",[166.93749999999974]
1142,"[175.71354166666623, '']",[173.4192708333335]
1143,"[184.51822916666632, '']",[181.7513020833332]
1144,"[187.12369791666674, '']",[184.7200520833334]
1145,"[126.98567708333329, '']",[125.57682291666643]
1146,"[149.7291666666667, '']",[147.6848958333332]
1147,"[183.8046875, '']",[181.8880208333336]
1148,"[114.87239583333341, '']",[112.75000000000007]
1149,"[194.99479166666652, '']",[192.93619791666666]
1150,"[207.82682291666626, '']",[205.92968750000017]
1151,"[197.53515625000006, '']",[195.70442708333334]
1152,"[189.26562500000014, '']",[187.76302083333348]
1153,"[183.84635416666666, '']",[181.36197916666626]
1154,"[185.0156249999999, '']",[182.99348958333326]
1155,"[142.25260416666666, '']",[140.45572916666669]
1156,"[147.75911458333331, '']",[145.5976562499999]
1157,"[193.23828125, '']",[191.41927083333337]
1158,"[134.6783854166666, '']",[132.7890625000001]
1159,"[201.7369791666668, '']",[200.02083333333312]
1160,"[209.59244791666632, '']",[208.0]
1161,"[208.47265624999972, '']",[206.40885416666703]
1162,"[203.8007812500003, '']",[202.25781249999997]
1163,"[194.11458333333337, '']",[192.06380208333357]
1164,"[181.2018229166671, '']",[179.13151041666694]
1165,"[177.81901041666657, '']",[175.4869791666666]
1166,"[133.13151041666657, '']",[131.2513020833334]
1167,"[95.79427083333312, '']",[93.82942708333333]
1168,"[162.38281249999997, '']",[160.67317708333337]
1169,"[71.07552083333339, '']",[68.92317708333333]
1170,"[198.40755208333314, '']",[196.22395833333348]
1171,"[207.95052083333368, '']",[206.07291666666603]
1172,"[203.67447916666677, '']",[201.9700520833338]
1173,"[195.25260416666652, '']",[193.29166666666646]
1174,"[181.37109375000045, '']",[178.88671875000037]
1175,"[178.9244791666668, '']",[176.05078125000006]
1176,"[190.6783854166665, '']",[188.19791666666654]
1177,"[203.48177083333334, '']",[201.57552083333331]
1178,"[163.49088541666652, '']",[161.25911458333346]
1179,"[115.20703124999991, '']",[112.89583333333334]
1180,"[129.25000000000006, '']",[127.42708333333317]
1181,"[109.53125000000009, '']",[108.16015625000016]
1182,"[65.11328124999991, '']",[62.77343749999993]
1183,"[130.87500000000009, '']",[128.32682291666666]
1184,"[112.59375000000006, '']",[110.91796874999991]
1185,"[90.77604166666664, '']",[88.73567708333327]
1186,"[85.55468749999996, '']",[83.62890624999991]
1187,"[77.12499999999989, '']",[75.3789062500003]
1188,"[71.13802083333337, '']",[69.86197916666688]
1189,"[72.55859375000009, '']",[71.30078125000017]
1190,"[77.10416666666659, '']",[75.93489583333354]
1191,"[87.46875000000023, '']",[86.0976562499999]
1192,"[96.30078125000007, '']",[94.64192708333299]
1193,"[99.53906249999984, '']",[97.67708333333299]
1194,"[103.52473958333312, '']",[101.26432291666649]
1195,"[120.33984374999949, '']",[118.69791666666615]
1196,"[131.65234374999983, '']",[129.88671874999952]
1197,"[140.37239583333297, '']",[138.49869791666617]
1198,"[158.59244791666666, '']",[156.79166666666706]
1199,"[175.37630208333303, '']",[172.97395833333434]
1200,"[140.87239583333334, '']",[138.27994791666643]
1201,"[151.6289062500001, '']",[150.0442708333335]
1202,"[155.6588541666665, '']",[153.1223958333335]
1203,"[165.3450520833332, '']",[163.62499999999994]
1204,"[177.13411458333292, '']",[175.07421874999974]
1205,"[190.13802083333306, '']",[188.10026041666626]
1206,"[193.36718750000003, '']",[191.67317708333331]
1207,"[197.82421874999997, '']",[196.3190104166666]
1208,"[161.9140625, '']",[159.49348958333331]
1209,"[65.89973958333343, '']",[63.483072916666664]
1210,"[83.43750000000013, '']",[81.65234375000014]
1211,"[94.19010416666667, '']",[92.71223958333331]
1212,"[183.5091145833335, '']",[181.7226562500001]
1213,"[202.78125000000028, '']",[200.6796875000002]
1214,"[207.03906250000028, '']",[205.01041666666669]
1215,"[203.4322916666669, '']",[201.76302083333357]
1216,"[156.69270833333343, '']",[154.85416666666654]
1217,"[158.33463541666677, '']",[155.95442708333331]
1218,"[178.92187499999983, '']",[176.96744791666646]
1219,"[94.58203124999994, '']",[92.69661458333337]
1220,"[172.3867187499998, '']",[170.62630208333312]
1221,"[188.65494791666637, '']",[186.29296874999991]
1222,"[193.93880208333383, '']",[191.36848958333343]
1223,"[197.51171875000014, '']",[195.37369791666637]
1224,"[199.4648437500002, '']",[197.22005208333306]
1225,"[141.80338541666657, '']",[140.01692708333331]
1226,"[142.15494791666666, '']",[140.30989583333334]
1227,"[184.7317708333335, '']",[183.00390624999994]
1228,"[122.41015624999991, '']",[120.75651041666674]
1229,"[179.4309895833333, '']",[177.4388020833333]
1230,"[189.99479166666637, '']",[187.69270833333331]
1231,"[185.6223958333332, '']",[184.4830729166665]
1232,"[189.09635416666714, '']",[187.61848958333331]
1233,"[195.35937500000009, '']",[193.9817708333331]
1234,"[204.0638020833333, '']",[202.1041666666667]
1235,"[155.28255208333346, '']",[153.3385416666668]
1236,"[131.09244791666674, '']",[129.36067708333346]
1237,"[189.21874999999997, '']",[187.01302083333331]
1238,"[142.0, '']",[139.7565104166668]
1239,"[199.17057291666657, '']",[197.13541666666657]
1240,"[196.62369791666688, '']",[194.41406250000014]
1241,"[184.7265624999998, '']",[182.90364583333354]
1242,"[174.45703124999974, '']",[172.42968750000003]
1243,"[175.46875, '']",[173.2083333333334]
1244,"[179.17838541666703, '']",[177.66015624999997]
1245,"[187.73046875000003, '']",[185.87109374999991]
1246,"[136.5377604166669, '']",[134.5455729166668]
1247,"[96.71093750000004, '']",[94.38802083333336]
1248,"[160.35677083333343, '']",[157.92447916666663]
1249,"[73.05859375, '']",[71.68229166666669]
1250,"[193.70442708333337, '']",[192.0911458333332]
1251,"[193.55859374999974, '']",[191.6054687500001]
1252,"[181.04687499999994, '']",[179.3346354166665]
1253,"[168.62109375000028, '']",[166.24609375000017]
1254,"[169.86848958333326, '']",[167.6406249999998]
1255,"[183.64583333333326, '']",[181.53255208333337]
1256,"[196.74088541666654, '']",[194.67708333333303]
1257,"[197.1510416666668, '']",[195.1302083333333]
1258,"[165.35286458333346, '']",[163.02734375000009]
1259,"[121.10156249999986, '']",[118.60937499999987]
1260,"[133.75260416666646, '']",[131.75390624999994]
1261,"[95.73828124999991, '']",[94.0638020833334]
1262,"[79.17838541666664, '']",[77.02734374999994]
1263,"[179.22005208333312, '']",[176.91276041666654]
1264,"[181.76953124999997, '']",[179.78645833333331]
1265,"[197.2499999999998, '']",[194.1119791666665]
1266,"[195.70703125000034, '']",[193.38671875000014]
1267,"[182.18359375000045, '']",[180.4947916666664]
1268,"[162.8268229166666, '']",[160.25781250000006]
1269,"[137.8020833333336, '']",[135.93359375000017]
1270,"[112.42968750000001, '']",[111.12500000000001]
1271,"[81.98307291666666, '']",[80.62630208333326]
1272,"[69.52734374999996, '']",[68.00911458333336]
1273,"[66.95312499999999, '']",[65.66536458333331]
1274,"[63.184895833333506, '']",[61.820312500000185]
1275,"[59.87369791666681, '']",[58.345052083333265]
1276,"[60.62239583333352, '']",[58.71614583333335]
1277,"[62.76692708333356, '']",[60.88932291666668]
1278,"[71.17317708333329, '']",[69.88932291666671]
1279,"[84.11328124999973, '']",[82.43098958333314]
1280,"[147.62630208333331, '']",[145.47786458333346]
1281,"[156.38802083333337, '']",[154.45052083333337]
1282,"[152.16406249999994, '']",[149.63671874999983]
1283,"[157.70833333333326, '']",[155.3437500000001]
1284,"[164.6731770833328, '']",[162.53255208333388]
1285,"[182.541666666667, '']",[180.54947916666742]
1286,"[196.71354166666654, '']",[194.94661458333331]
1287,"[195.08203124999994, '']",[192.53255208333383]
1288,"[165.06901041666686, '']",[163.05338541666669]
1289,"[63.183593750000014, '']",[61.445312499999886]
1290,"[77.03906249999997, '']",[75.08723958333334]
1291,"[85.0494791666668, '']",[83.5611979166667]
1292,"[184.64192708333346, '']",[182.99348958333337]
1293,"[198.24999999999972, '']",[195.47265625000023]
1294,"[193.92838541666654, '']",[191.43359375000045]
1295,"[191.4348958333328, '']",[188.87890625000023]
1296,"[177.1132812499998, '']",[175.15625]
1297,"[165.52734375, '']",[162.7786458333334]
1298,"[180.45182291666663, '']",[178.10807291666674]
1299,"[116.94921874999997, '']",[114.90755208333314]
1300,"[175.25651041666654, '']",[173.50260416666697]
1301,"[178.1901041666671, '']",[176.71744791666646]
1302,"[183.6914062499998, '']",[182.08333333333277]
1303,"[188.9153645833336, '']",[186.88020833333348]
1304,"[196.58723958333366, '']",[194.17187500000068]
1305,"[149.6809895833334, '']",[148.23697916666669]
1306,"[151.01302083333346, '']",[148.4778645833335]
1307,"[184.47526041666669, '']",[182.50781250000014]
1308,"[135.70833333333337, '']",[133.81640625]
1309,"[181.7799479166665, '']",[179.3723958333335]
1310,"[194.44010416666688, '']",[192.54557291666663]
1311,"[201.85546874999974, '']",[199.86328124999997]
1312,"[205.74348958333337, '']",[203.390625]
1313,"[207.31770833333303, '']",[205.66666666666606]
1314,"[208.52994791666626, '']",[207.07291666666626]
1315,"[171.44270833333346, '']",[169.6953125000001]
1316,"[128.6914062499999, '']",[127.07421875000021]
1317,"[185.8919270833334, '']",[183.84114583333334]
1318,"[147.57682291666666, '']",[144.93880208333348]
1319,"[187.1835937499999, '']",[185.16536458333343]
1320,"[177.2890625, '']",[175.43359375000028]
1321,"[174.86197916666654, '']",[173.26822916666654]
1322,"[184.24609374999955, '']",[181.95442708333277]
1323,"[197.96354166666674, '']",[195.50260416666654]
1324,"[203.15755208333377, '']",[200.8723958333337]
1325,"[198.0247395833334, '']",[196.3111979166666]
1326,"[146.89322916666652, '']",[145.26822916666677]
1327,"[102.10156250000007, '']",[99.49609375000006]
1328,"[151.25130208333337, '']",[149.4856770833335]
1329,"[73.94921875000003, '']",[71.92578124999999]
1330,"[179.83463541666637, '']",[177.29427083333337]
1331,"[166.6458333333332, '']",[164.30468749999977]
1332,"[162.32291666666663, '']",[160.2877604166668]
1333,"[170.33203125000003, '']",[168.37369791666674]
1334,"[186.1210937500002, '']",[183.8033854166668]
1335,"[194.71744791666643, '']",[192.86458333333368]
1336,"[195.33203124999963, '']",[193.36848958333303]
1337,"[191.7773437500003, '']",[189.7096354166665]
1338,"[166.92708333333326, '']",[165.0455729166666]
1339,"[117.36588541666686, '']",[114.94140624999996]
1340,"[141.0208333333335, '']",[139.5468749999999]
1341,"[82.92187500000003, '']",[81.625]
1342,"[90.19921875000004, '']",[87.57682291666673]
1343,"[154.83593750000006, '']",[152.49218750000006]
1344,"[182.69531250000017, '']",[180.2916666666667]
1345,"[212.77213541666694, '']",[210.44010416666643]
1346,"[217.0325520833336, '']",[214.9466145833336]
1347,"[218.92317708333326, '']",[216.66015624999972]
1348,"[220.34114583333368, '']",[218.74479166666714]
1349,"[220.27994791666603, '']",[217.9023437500005]
1350,"[207.71744791666674, '']",[205.13671875000009]
1351,"[174.21484374999977, '']",[171.67447916666657]
1352,"[154.0338541666668, '']",[152.1562500000001]
1353,"[151.01562500000017, '']",[149.2799479166667]
1354,"[160.80859375000014, '']",[158.4231770833335]
1355,"[143.28124999999994, '']",[141.17578125000006]
1356,"[120.33072916666642, '']",[118.5703125000003]
1357,"[100.97265624999996, '']",[99.33203125000011]
1358,"[80.50260416666687, '']",[79.05989583333348]
1359,"[68.75260416666671, '']",[67.51822916666677]
1360,"[152.48437499999994, '']",[150.19010416666652]
1361,"[163.33854166666663, '']",[161.3515625]
1362,"[158.56119791666669, '']",[156.65104166666654]
1363,"[163.34114583333331, '']",[161.25260416666657]
1364,"[166.9687500000001, '']",[165.0846354166666]
1365,"[185.35026041666657, '']",[183.59244791666683]
1366,"[197.92187500000063, '']",[195.82421875000003]
1367,"[196.00520833333331, '']",[194.10937500000048]
1368,"[170.20312500000017, '']",[168.50781250000017]
1369,"[81.06770833333337, '']",[78.84895833333327]
1370,"[76.07552083333329, '']",[73.96484375000003]
1371,"[82.12890624999993, '']",[80.25520833333329]
1372,"[163.53776041666697, '']",[161.86979166666674]
1373,"[205.32942708333337, '']",[203.3242187500002]
1374,"[204.25520833333348, '']",[201.9635416666671]
1375,"[204.64453125000009, '']",[202.68098958333343]
1376,"[181.0950520833335, '']",[178.8281250000004]
1377,"[133.01562499999983, '']",[130.88020833333326]
1378,"[132.7265624999997, '']",[131.05078124999994]
1379,"[97.20703124999999, '']",[95.43880208333341]
1380,"[169.06380208333337, '']",[167.41145833333354]
1381,"[157.25520833333343, '']",[155.80598958333343]
1382,"[162.00260416666657, '']",[160.97656250000026]
1383,"[173.60026041666669, '']",[171.47395833333294]
1384,"[176.0221354166664, '']",[174.11979166666677]
1385,"[165.2421875000001, '']",[163.27343750000017]
1386,"[161.1588541666668, '']",[159.0156249999998]
1387,"[182.42187500000003, '']",[180.64322916666677]
1388,"[145.01953124999994, '']",[143.36848958333317]
1389,"[187.74869791666669, '']",[185.8203125000002]
1390,"[203.3658854166667, '']",[201.14843750000023]
1391,"[204.51953124999977, '']",[202.5]
1392,"[204.57421875, '']",[202.5]
1393,"[204.66796874999977, '']",[202.5]
1394,"[202.63671874999994, '']",[200.8359375000001]
1395,"[167.40494791666686, '']",[166.05729166666646]
1396,"[150.25260416666674, '']",[147.70572916666666]
1397,"[196.04687499999994, '']",[193.82552083333306]
1398,"[148.66406250000014, '']",[146.98828124999983]
1399,"[190.45182291666669, '']",[188.6536458333331]
1400,"[191.6770833333335, '']",[189.14453124999991]
1401,"[200.00390624999972, '']",[197.96093749999986]
1402,"[205.00520833333337, '']",[203.10937500000006]
1403,"[206.64453125000006, '']",[205.15625000000017]
1404,"[203.76041666666632, '']",[201.52213541666654]
1405,"[193.14973958333323, '']",[191.15364583333354]
1406,"[158.32812500000006, '']",[156.09635416666652]
1407,"[113.7226562500003, '']",[112.0208333333332]
1408,"[144.39843750000017, '']",[142.66406250000009]
1409,"[87.88281249999994, '']",[85.31640625]
1410,"[167.88411458333317, '']",[166.19270833333337]
1411,"[163.3906249999998, '']",[161.74348958333331]
1412,"[177.87630208333337, '']",[175.69661458333326]
1413,"[192.56119791666617, '']",[190.95572916666666]
1414,"[195.8749999999993, '']",[193.95963541666654]
1415,"[193.8515624999995, '']",[191.6223958333331]
1416,"[192.90234374999991, '']",[190.23828124999952]
1417,"[188.2708333333331, '']",[186.3932291666667]
1418,"[167.99609374999983, '']",[166.02994791666674]
1419,"[125.49869791666686, '']",[123.60937500000016]
1420,"[151.76302083333331, '']",[150.12630208333331]
1421,"[68.47265625000003, '']",[66.09765624999997]
1422,"[94.60156249999991, '']",[92.6783854166668]
1423,"[161.6119791666667, '']",[159.53124999999972]
1424,"[190.38541666666714, '']",[188.16276041666606]
1425,"[197.09505208333334, '']",[194.94270833333346]
1426,"[197.93749999999963, '']",[195.17838541666714]
1427,"[202.2408854166666, '']",[200.19921875000023]
1428,"[205.77473958333394, '']",[203.41666666666669]
1429,"[206.651041666667, '']",[204.4231770833331]
1430,"[178.1653645833333, '']",[175.79817708333331]
1431,"[174.39192708333346, '']",[172.15364583333348]
1432,"[179.24609374999983, '']",[177.19921874999994]
1433,"[199.43098958333337, '']",[196.71354166666637]
1434,"[222.79947916666623, '']",[220.27083333333272]
1435,"[222.94791666666697, '']",[220.55078125000026]
