0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.546875,1.475260417,0.975260417,1.3828125,1.509114583,1.53515625,1.84375,1.596354167,2.178385417,1.66796875,2.096354167,1.919270833,1.837239583,2.5546875,1.865885417,1.662760417,2.063802083,1.580729167,2.029947917,2.131510417,2.080729167,2.065104167,2.053385417,1.703125,2.1171875,1.684895833,2.170572917,1.194010417,1.813802083,2.298177083,2.334635417,1.5078125,1.813802083,1.372395833,1.895833333,1.859375,1.62109375,1.665364583,1.4453125,1.716145833,1.610677083,1.059895833,1.57421875,1.51953125,1.3671875,1.548177083,1.8125,1.94140625,1.963541667,2.040364583
1.880208333,1.165364583,1.930989583,1.782552083,1.837239583,1.946614583,2.024739583,1.440104167,1.696614583,1.776041667,1.869791667,2.322916667,2.330729167,2.447916667,1.83203125,1.532552083,1.4453125,1.759114583,2.385416667,1.65234375,2.4296875,2.329427083,1.807291667,1.73046875,1.947916667,1.657552083,1.3203125,1.833333333,2.243489583,2.009114583,1.7265625,2.0234375,1.235677083,1.591145833,2.180989583,1.953125,1.588541667,1.087239583,1.60546875,1.28125,1.411458333,1.55859375,1.009114583,2.02734375,2.009114583,2.08984375,2.227864583,1.700520833,2.040364583,1.686197917
1.541666667,2.194010417,1.6328125,1.78515625,1.868489583,1.880208333,1.739583333,1.350260417,1.8671875,1.404947917,2.38671875,1.598958333,1.955729167,1.78515625,1.59765625,2.303385417,2.19921875,1.404947917,2.424479167,1.401041667,2.880208333,1.803385417,1.709635417,2.21875,1.807291667,1.751302083,1.884114583,2.415364583,2.283854167,1.881510417,2.255208333,1.94921875,1.9921875,1.872395833,1.592447917,1.274739583,1.875,1.89453125,1.510416667,1.135416667,1.618489583,1.619791667,1.2421875,2.12109375,2.053385417,1.869791667,1.381510417,1.846354167,2.190104167,1.712239583
2.194010417,2.389322917,1.62890625,1.9375,1.578125,1.6953125,1.921875,1.919270833,1.671875,2.360677083,2.213541667,2.1484375,1.486979167,2.01953125,2.28515625,2.201822917,2.286458333,2.2109375,2.43359375,1.720052083,1.466145833,2.34375,2.197916667,1.7109375,2.186197917,1.940104167,2.915364583,2.149739583,1.927083333,1.677083333,1.30078125,2.151041667,2.526041667,1.696614583,2.08984375,1.779947917,1.411458333,1.619791667,1.701822917,1.901041667,2.26171875,1.989583333,1.583333333,2.403645833,1.358072917,1.361979167,1.096354167,1.395833333,2.278645833,2.037760417
2.234375,1.71875,1.536458333,1.897135417,1.817708333,1.764322917,1.518229167,2.151041667,1.73046875,2.200520833,2.134114583,1.756510417,1.794270833,1.9453125,2.119791667,2.342447917,2.21875,2.098958333,2.338541667,1.623697917,2.490885417,1.864583333,1.877604167,1.95703125,1.654947917,2.424479167,2.688802083,2.022135417,1.7421875,1.333333333,1.6171875,1.609375,1.89453125,1.846354167,1.966145833,1.954427083,1.744791667,1.96875,1.578125,1.958333333,1.744791667,2.244791667,1.552083333,1.390625,1.61328125,2.23828125,2.424479167,1.928385417,2.109375,1.657552083
2.32421875,2.305989583,2.264322917,2.184895833,1.665364583,1.404947917,2.005208333,1.47265625,2.430989583,2.290364583,1.84375,1.794270833,2.553385417,1.634114583,2.0625,1.322916667,2.153645833,1.9375,1.936197917,1.6796875,2.412760417,2.2265625,1.970052083,2.264322917,2.614583333,2.45703125,1.65625,1.654947917,2.10546875,1.69921875,1.3359375,2.21875,2.0546875,1.725260417,1.197916667,1.5625,1.625,1.5390625,1.580729167,1.6875,1.44140625,1.3828125,1.37109375,1.731770833,2.127604167,2.127604167,2.213541667,1.946614583,1.694010417,1.979166667
1.71875,2.080729167,1.778645833,1.740885417,1.739583333,2.014322917,1.967447917,1.796875,2.13671875,2.143229167,2.467447917,2.049479167,1.776041667,2.138020833,1.688802083,1.860677083,1.876302083,1.58984375,2.28515625,1.813802083,2.078125,2.055989583,2.06640625,2.14453125,2.709635417,2.067708333,1.666666667,1.69140625,0.700520833,2.2578125,1.540364583,1.73046875,2.5703125,1.5859375,1.72265625,1.432291667,1.694010417,2.12890625,1.817708333,1.954427083,2.127604167,2.134114583,1.977864583,1.690104167,1.578125,1.890625,1.774739583,2.12109375,2.365885417,1.588541667
2.328125,2.338541667,2.201822917,1.83984375,1.634114583,1.94921875,2.35546875,2.352864583,2.58203125,2.061197917,2.127604167,1.696614583,2.565104167,1.721354167,1.891927083,1.408854167,1.673177083,1.895833333,1.700520833,1.510416667,1.342447917,2.02734375,2.26171875,2.501302083,1.744791667,2.072916667,1.84765625,2.041666667,1.795572917,1.571614583,2.059895833,1.751302083,1.536458333,2.34765625,2.3515625,1.813802083,2.436197917,1.82421875,1.903645833,1.430989583,1.7578125,2.23828125,1.653645833,1.66796875,2.072916667,1.9765625,2.221354167,1.5703125,2.55078125,2.384114583
1.579427083,1.7421875,2.6015625,2.70703125,2.661458333,2.735677083,1.9453125,2.0078125,2.061197917,1.68359375,1.979166667,2.174479167,1.6015625,1.716145833,1.399739583,2.083333333,1.643229167,1.963541667,1.963541667,1.17578125,2.509114583,2.19140625,1.930989583,2.018229167,1.643229167,1.979166667,1.567708333,2.037760417,1.852864583,1.58984375,1.848958333,2.0625,2.209635417,2.296875,1.89453125,1.97265625,1.872395833,1.31640625,1.8046875,1.760416667,2.348958333,1.549479167,1.5390625,1.138020833,2.34765625,1.509114583,2.231770833,2.100260417,2.389322917,2.203125
1.96875,2.365885417,2.73828125,2.669270833,2.528645833,1.8125,1.822916667,1.802083333,1.869791667,1.29296875,1.9609375,1.188802083,2.115885417,1.786458333,1.256510417,1.635416667,2.016927083,1.7265625,1.721354167,1.763020833,2.076822917,0.795572917,1.69140625,1.048177083,1.763020833,0.958333333,1.096354167,1.84375,1.8671875,1.838541667,1.99609375,1.266927083,1.923177083,1.802083333,2.173177083,2.225260417,1.489583333,2.044270833,1.865885417,1.791666667,1.923177083,1.731770833,2.03125,1.895833333,1.8125,2.453125,1.983072917,2.266927083,2.622395833,2.270833333
2.313802083,2.098958333,2.061197917,1.923177083,2.02734375,1.205729167,1.852864583,1.638020833,0.8515625,2.171875,2.08984375,1.916666667,1.653645833,1.720052083,1.942708333,2.21484375,2.088541667,2.104166667,2.32421875,1.627604167,1.873697917,1.9296875,2.036458333,1.6484375,1.635416667,1.290364583,2.1796875,1.74609375,2.10546875,1.666666667,1.494791667,1.934895833,1.8515625,1.920572917,2.05859375,1.704427083,2.084635417,2.065104167,1.565104167,1.380208333,1.38671875,2.123697917,2.403645833,2.018229167,2.138020833,2.08984375,2.76171875,1.864583333,1.541666667,1.430989583
1.928385417,1.764322917,1.967447917,1.333333333,2.484375,2.119791667,2.30859375,2.154947917,2.755208333,1.8046875,1.635416667,1.94921875,2.057291667,2.049479167,2.479166667,1.684895833,2.203125,2.059895833,2.235677083,1.481770833,2.05859375,2.053385417,2.298177083,1.307291667,2.02734375,2.41796875,2.251302083,2.690104167,2.092447917,1.221354167,2.002604167,1.662760417,1.307291667,1.760416667,1.424479167,1.805989583,1.9453125,2.108072917,1.481770833,1.688802083,2.372395833,2.151041667,1.548177083,1.71484375,1.694010417,2.255208333,1.958333333,1.76953125,2.80859375,2.09375
1.66796875,2.024739583,2.125,1.522135417,2.041666667,1.958333333,2.401041667,1.623697917,1.966145833,2.154947917,2.4375,1.888020833,2.16015625,1.296875,1.608072917,1.729166667,2.3984375,2.11328125,1.86328125,2.223958333,2.302083333,2.286458333,2.631510417,1.734375,1.875,2.462239583,2.493489583,0.940104167,0.709635417,1.548177083,2.274739583,1.572916667,2.278645833,1.756510417,1.54296875,2.338541667,2.2421875,1.930989583,2.1171875,1.860677083,1.541666667,2.0234375,1.572916667,1.391927083,1.6484375,1.846354167,1.654947917,2.59765625,2.265625,2.63671875
1.619791667,2.28125,2.5,1.658854167,2.029947917,1.864583333,2.735677083,1.97265625,2.053385417,2.09765625,2.483072917,2.27734375,2.28515625,1.962239583,2.27734375,1.743489583,2.194010417,1.51171875,2.119791667,2.231770833,2.092447917,1.587239583,2.516927083,2.315104167,1.692708333,2.04296875,1.721354167,1.53515625,1.873697917,2.153645833,1.778645833,2.46484375,1.661458333,1.73828125,2.108072917,1.942708333,1.9140625,1.602864583,1.868489583,1.736979167,2.141927083,1.463541667,1.778645833,2.243489583,1.72265625,1.891927083,1.572916667,2.71875,2.735677083,2.240885417
2.72265625,2.533854167,2.856770833,2.34375,1.841145833,2.048177083,2.09765625,1.294270833,1.838541667,2.352864583,2.311197917,2.108072917,2.233072917,2.131510417,1.484375,1.915364583,1.6796875,2.059895833,2.046875,2.2265625,2.350260417,1.830729167,2.837239583,1.95703125,1.227864583,1.338541667,1.342447917,1.005208333,1.53515625,1.6328125,2.234375,1.859375,1.927083333,1.744791667,2.36328125,2.178385417,2.71875,2.276041667,1.813802083,1.640625,1.916666667,1.62109375,2.243489583,2.134114583,2.048177083,2.290364583,2.15234375,2.083333333,2.58984375,1.9921875
2.528645833,1.81640625,1.90234375,1.674479167,1.893229167,1.759114583,2.205729167,1.634114583,1.986979167,2.626302083,1.96875,2.459635417,2.1328125,1.48828125,1.751302083,1.833333333,2.046875,1.639322917,2.022135417,2.696614583,1.994791667,2.723958333,2.01171875,1.717447917,0.93359375,1.0859375,1.752604167,1.102864583,1.303385417,1.994791667,1.345052083,1.33984375,2.08984375,1.705729167,1.078125,1.5859375,1.216145833,1.75,2.005208333,2.453125,1.842447917,2.356770833,2.205729167,1.923177083,2.194010417,2.421875,2.3359375,1.858072917,1.861979167,1.915364583
2.455729167,1.540364583,2.037760417,1.8046875,2.024739583,1.907552083,1.748697917,1.86328125,2.1953125,1.57421875,1.985677083,2.0078125,2.341145833,0.977864583,2.020833333,1.563802083,2.598958333,1.869791667,2.21875,2.477864583,2.735677083,1.44140625,1.290364583,1.127604167,1.43359375,1.4609375,1.506510417,1.532552083,2.015625,2.109375,1.8125,1.734375,2.1875,1.49609375,2.756510417,1.38671875,1.815104167,1.41796875,1.602864583,2.52734375,1.3984375,2.162760417,2.200520833,2.16796875,2.752604167,2.338541667,1.375,1.94140625,1.76953125,2.072916667
2.063802083,1.89453125,2.3359375,2.135416667,2.111979167,1.852864583,2.0078125,1.979166667,2.169270833,2.029947917,1.99609375,1.44921875,1.536458333,1.287760417,1.75390625,2.506510417,2.002604167,1.395833333,2.313802083,2.115885417,1.869791667,1.365885417,1.998697917,2.360677083,2.479166667,2.169270833,2.141927083,1.805989583,2.040364583,1.678385417,2.346354167,2.095052083,2.092447917,2.760416667,2.358072917,1.73046875,1.520833333,2.1796875,2.059895833,1.619791667,2.263020833,1.55859375,2.166666667,1.833333333,1.653645833,1.377604167,1.946614583,1.546875,2.23046875,2.682291667
1.94140625,2.04296875,2.595052083,2.368489583,1.877604167,3.3515625,1.83984375,1.966145833,1.8203125,1.75390625,2.15625,1.643229167,1.2734375,2.552083333,2.244791667,2.233072917,3.091145833,2.57421875,1.88671875,1.192708333,1.725260417,1.56640625,1.854166667,2.104166667,2.296875,1.419270833,1.407552083,1.552083333,1.602864583,1.799479167,1.703125,2.165364583,1.95703125,1.98046875,1.7734375,2.053385417,2.330729167,2.330729167,2.024739583,2.05859375,2.3046875,1.729166667,1.774739583,1.729166667,2.212239583,2.2421875,1.94140625,2.904947917,2.01953125,2.221354167
2.705729167,2.62890625,1.841145833,2.91796875,1.66015625,1.954427083,2.264322917,2.610677083,1.295572917,1.709635417,1.569010417,1.828125,1.380208333,1.876302083,1.76953125,1.70703125,1.841145833,2.190104167,2.31640625,1.627604167,2.203125,1.830729167,2.419270833,2.33984375,2.223958333,1.654947917,2.17578125,1.731770833,1.643229167,1.365885417,1.712239583,1.696614583,2.059895833,2.25390625,1.631510417,2.069010417,1.934895833,1.419270833,1.77734375,1.860677083,2.233072917,2.170572917,1.678385417,2.654947917,2.153645833,2.580729167,2.580729167,2.1796875,2.53125,1.782552083
3.05078125,1.975260417,2.130208333,1.834635417,1.890625,2.0625,1.760416667,1.313802083,2.057291667,1.658854167,2.12890625,1.671875,2.673177083,1.8515625,2.174479167,1.942708333,2.380208333,1.923177083,2.166666667,2.229166667,1.684895833,1.740885417,2.065104167,2.048177083,1.596354167,2.23046875,2.010416667,1.6640625,1.42578125,2.014322917,1.932291667,1.752604167,2.221354167,1.973958333,1.494791667,1.733072917,2.026041667,1.86328125,2.509114583,1.895833333,1.9296875,1.55078125,2.078125,1.774739583,2.483072917,1.069010417,1.70703125,1.701822917,1.9375,1.666666667
1.921875,2.403645833,2.803385417,2.302083333,1.368489583,1.45703125,2.115885417,2.31640625,1.623697917,1.76171875,1.666666667,2.020833333,1.739583333,2.303385417,1.748697917,2.27734375,1.975260417,1.470052083,2.510416667,2.411458333,2.72265625,1.47265625,1.966145833,2.614583333,1.716145833,1.740885417,2.048177083,2.24609375,1.838541667,1.912760417,2.006510417,1.994791667,1.526041667,1.924479167,1.744791667,2.236979167,2.12109375,1.579427083,1.98046875,1.9140625,1.944010417,1.76171875,2.23828125,1.760416667,2.166666667,1.399739583,2.356770833,2.212239583,2.36328125,2.239583333
1.842447917,1.608072917,1.82421875,1.427083333,2.061197917,1.884114583,2.259114583,1.71484375,2.403645833,1.467447917,1.850260417,1.94921875,2.059895833,2.19921875,2.48046875,1.559895833,1.618489583,1.704427083,2.104166667,1.4609375,1.1953125,2.21875,2.17578125,2.1484375,1.58984375,2.2109375,2.186197917,1.920572917,1.877604167,1.579427083,1.455729167,1.942708333,2.1015625,1.901041667,1.483072917,1.748697917,2.069010417,2.110677083,2.049479167,2.208333333,2.157552083,1.4609375,2.098958333,1.5234375,2.016927083,2.591145833,3.096354167,2.088541667,2.244791667,2.002604167
2.239583333,1.940104167,2.235677083,2.083333333,2.265625,2.03515625,2.002604167,1.649739583,1.666666667,2.388020833,1.96484375,1.903645833,2.348958333,2.130208333,1.84765625,1.8203125,1.721354167,1.723958333,2.73046875,1.795572917,1.80078125,2.41796875,1.776041667,2.127604167,2.321614583,2.161458333,1.890625,2.40234375,2.555989583,2.044270833,2.450520833,1.7421875,1.82421875,1.26953125,2.161458333,2.135416667,1.8515625,1.638020833,2.584635417,1.6171875,2.596354167,1.86328125,1.78125,2.28515625,2.817708333,2.009114583,2.765625,2.373697917,2.39453125,1.803385417
2.046875,2.42578125,2.171875,2.6171875,2.43359375,2.290364583,1.619791667,1.53125,2.3046875,2.174479167,2.5390625,2.147135417,1.985677083,1.631510417,2.096354167,2.229166667,2.186197917,2.05859375,2.80859375,1.66796875,2.243489583,1.794270833,2.2890625,1.860677083,2.588541667,1.990885417,2.290364583,2.395833333,2.690104167,2.102864583,1.959635417,1.5703125,1.673177083,1.787760417,2.05078125,2.717447917,2.369791667,1.0234375,2.06640625,2.548177083,1.266927083,2.125,2.526041667,2.078125,2.502604167,2.682291667,1.975260417,2.615885417,2.609375,2.212239583
1.868489583,1.311197917,2.569010417,2.553385417,1.805989583,1.479166667,1.790364583,1.98828125,2.571614583,1.58984375,1.536458333,2.127604167,1.9296875,2.178385417,2.802083333,1.408854167,1.647135417,2.21484375,1.6875,1.984375,1.96875,1.625,2.049479167,2.028645833,2.513020833,2.282552083,2.915364583,1.69921875,1.43359375,2.42578125,1.828125,1.348958333,2.07421875,2.395833333,1.848958333,2.307291667,2.091145833,1.653645833,2.73046875,1.415364583,1.657552083,2.1015625,2.251302083,2.190104167,1.372395833,1.641927083,2.201822917,2.356770833,3.087239583,2.126302083
