,1,2
123,"[206.60807291666663, '']",[204.4335937499997]
124,"[215.49999999999994, '']",[213.25]
125,"[211.81249999999977, '']",[210.02343749999977]
126,"[173.2552083333334, '']",[171.20312499999997]
127,"[176.51692708333331, '']",[174.43359375]
128,"[170.04296875000017, '']",[168.57552083333346]
129,"[183.27994791666666, '']",[181.23307291666654]
130,"[141.12109374999986, '']",[138.71614583333331]
131,"[103.48046874999996, '']",[101.77604166666654]
132,"[120.87109374999991, '']",[118.43229166666677]
133,"[159.10546874999997, '']",[156.8997395833334]
134,"[118.1770833333333, '']",[116.08333333333348]
135,"[76.66015625, '']",[75.12630208333333]
136,"[73.55859375, '']",[72.61458333333333]
137,"[84.15624999999997, '']",[83.24218750000001]
138,"[105.23437499999996, '']",[103.36848958333313]
139,"[161.54817708333331, '']",[159.29687499999991]
140,"[138.57161458333331, '']",[135.80989583333326]
141,"[112.43619791666653, '']",[110.6067708333331]
142,"[117.0624999999999, '']",[115.05208333333323]
143,"[113.89192708333326, '']",[112.46614583333329]
144,"[127.42578124999994, '']",[125.89583333333326]
145,"[147.88541666666657, '']",[146.53385416666677]
146,"[152.01692708333334, '']",[149.83203124999997]
147,"[109.58593749999997, '']",[107.94531249999997]
148,"[138.45963541666683, '']",[136.97005208333348]
149,"[164.80859375000009, '']",[163.6432291666665]
150,"[128.81901041666634, '']",[127.66666666666683]
151,"[110.80598958333341, '']",[109.55208333333319]
152,"[120.64843750000001, '']",[118.56901041666677]
153,"[134.05859375000006, '']",[132.13541666666683]
154,"[147.46093750000014, '']",[145.45963541666686]
155,"[82.4375, '']",[80.61588541666669]
156,"[149.0937499999999, '']",[146.63151041666637]
157,"[149.30078124999991, '']",[147.37760416666643]
158,"[147.42968749999997, '']",[145.22916666666674]
159,"[159.11588541666674, '']",[157.4869791666665]
160,"[90.32421875000004, '']",[88.14583333333331]
161,"[129.4466145833335, '']",[127.49218750000011]
162,"[112.77343750000013, '']",[110.81901041666697]
163,"[105.42968750000007, '']",[103.72786458333357]
164,"[104.98307291666646, '']",[103.92968750000009]
165,"[100.40104166666687, '']",[99.00390625000017]
166,"[137.59895833333326, '']",[135.69921875]
167,"[75.6692708333333, '']",[74.56119791666674]
168,"[140.52864583333334, '']",[138.0403645833333]
169,"[118.4049479166668, '']",[117.10286458333343]
170,"[117.85286458333347, '']",[116.02864583333334]
171,"[115.39583333333368, '']",[113.6992187500003]
172,"[135.38671875000009, '']",[133.7591145833334]
173,"[112.39843750000009, '']",[110.33072916666701]
174,"[154.5390624999997, '']",[152.81250000000006]
175,"[116.53645833333326, '']",[114.79687499999997]
176,"[115.94401041666676, '']",[114.20312500000009]
177,"[97.31380208333331, '']",[96.01562500000011]
178,"[95.734375, '']",[94.18750000000009]
179,"[103.71354166666667, '']",[102.20182291666671]
180,"[136.73437500000028, '']",[135.11979166666688]
181,"[160.82161458333323, '']",[159.03255208333323]
182,"[146.39453125, '']",[144.72395833333323]
183,"[145.5533854166667, '']",[144.95703125000017]
184,"[178.74609375000006, '']",[177.40104166666657]
185,"[83.29557291666684, '']",[80.97916666666659]
186,"[181.21354166666663, '']",[179.76562500000028]
187,"[196.07291666666615, '']",[194.76692708333292]
188,"[196.25390625000023, '']",[195.04427083333337]
189,"[186.10156250000017, '']",[184.43749999999991]
190,"[155.26822916666677, '']",[154.2539062500002]
191,"[137.25390624999986, '']",[135.4218749999999]
192,"[151.91927083333331, '']",[149.6770833333334]
193,"[161.78906250000028, '']",[159.60156250000009]
194,"[172.55468750000023, '']",[169.56901041666617]
195,"[164.92708333333323, '']",[162.85546875000009]
196,"[163.4765624999999, '']",[162.23177083333354]
197,"[199.06770833333354, '']",[197.01171875000003]
198,"[188.5247395833335, '']",[186.56250000000023]
199,"[191.6276041666669, '']",[190.09765624999972]
200,"[162.11067708333326, '']",[160.54427083333334]
201,"[134.69010416666666, '']",[131.9309895833334]
202,"[159.92447916666669, '']",[157.83854166666694]
203,"[200.27864583333326, '']",[198.48307291666617]
204,"[203.58593749999974, '']",[201.42317708333297]
205,"[173.33593749999966, '']",[171.07682291666663]
206,"[146.0026041666664, '']",[144.1158854166668]
207,"[177.71093749999974, '']",[175.8346354166668]
208,"[177.20703125, '']",[174.97916666666677]
209,"[189.4244791666667, '']",[187.3085937499997]
210,"[171.47395833333326, '']",[170.27213541666669]
211,"[153.29687500000006, '']",[151.96093749999994]
212,"[149.4713541666666, '']",[147.91536458333348]
213,"[168.20833333333348, '']",[166.08593749999997]
214,"[145.1992187500001, '']",[143.2630208333332]
215,"[117.75651041666659, '']",[115.35156249999991]
216,"[105.13932291666652, '']",[102.47395833333319]
217,"[96.5885416666667, '']",[94.62109374999987]
218,"[113.14453125000001, '']",[111.33723958333323]
219,"[167.76432291666669, '']",[166.2838541666666]
220,"[137.8229166666667, '']",[136.17578124999997]
221,"[128.14322916666669, '']",[126.3828124999999]
222,"[141.4505208333331, '']",[139.5807291666666]
223,"[151.15104166666697, '']",[149.63020833333334]
224,"[162.12760416666666, '']",[160.05859374999991]
225,"[168.48046874999997, '']",[166.79427083333346]
226,"[150.07552083333334, '']",[147.83854166666669]
227,"[105.49348958333327, '']",[104.00130208333317]
228,"[163.11588541666686, '']",[161.85026041666666]
229,"[198.04427083333334, '']",[196.39453124999963]
230,"[188.65755208333297, '']",[186.825520833333]
231,"[182.8593749999997, '']",[181.41796874999983]
232,"[175.84244791666725, '']",[174.15755208333334]
233,"[147.3190104166668, '']",[145.3033854166666]
234,"[133.95442708333337, '']",[131.56250000000003]
235,"[93.25651041666657, '']",[91.61458333333331]
236,"[165.9322916666667, '']",[164.43880208333343]
237,"[180.91927083333348, '']",[178.8098958333332]
238,"[195.2460937499999, '']",[193.50911458333357]
239,"[212.39062499999983, '']",[209.9635416666664]
240,"[84.29947916666679, '']",[82.46614583333324]
241,"[125.22786458333337, '']",[123.85807291666654]
242,"[117.68489583333326, '']",[116.4374999999999]
243,"[112.60677083333336, '']",[111.63151041666649]
244,"[137.0520833333334, '']",[135.27864583333334]
245,"[98.17968750000001, '']",[95.95833333333344]
246,"[136.31901041666674, '']",[134.2825520833332]
247,"[72.84505208333333, '']",[71.18229166666654]
248,"[146.1796875000002, '']",[144.18359375000003]
249,"[134.79687500000003, '']",[132.4218749999999]
250,"[137.77864583333343, '']",[135.57031250000006]
251,"[140.24218750000014, '']",[138.82812500000023]
252,"[151.76692708333334, '']",[149.31119791666657]
253,"[157.67708333333334, '']",[156.62760416666654]
254,"[153.30729166666666, '']",[152.00390625000006]
255,"[121.04687499999976, '']",[119.75260416666669]
256,"[113.56380208333304, '']",[111.80989583333316]
257,"[146.0013020833335, '']",[143.6809895833333]
258,"[146.23958333333357, '']",[143.66796875]
259,"[149.74218750000023, '']",[147.89192708333323]
260,"[166.03255208333354, '']",[163.96223958333317]
261,"[177.6536458333333, '']",[175.34765624999974]
262,"[167.6315104166666, '']",[165.71093750000017]
263,"[175.00911458333326, '']",[173.79687500000006]
264,"[182.54557291666669, '']",[181.18489583333348]
265,"[74.53776041666666, '']",[72.52473958333344]
266,"[166.65104166666657, '']",[165.08854166666654]
267,"[174.88151041666652, '']",[172.75390624999986]
268,"[162.73307291666666, '']",[160.57942708333326]
269,"[147.03645833333314, '']",[145.1315104166669]
270,"[130.8020833333332, '']",[129.88281249999991]
271,"[141.57161458333314, '']",[139.67057291666646]
272,"[156.80338541666666, '']",[155.02343750000003]
273,"[169.6484375, '']",[167.50130208333331]
274,"[183.0651041666664, '']",[181.9322916666666]
275,"[148.27994791666663, '']",[146.26432291666666]
276,"[114.03125000000017, '']",[112.87109375000018]
277,"[194.36718750000003, '']",[193.17317708333348]
278,"[162.2929687499999, '']",[160.16276041666654]
279,"[158.77734375000006, '']",[156.35026041666643]
280,"[141.41796875000006, '']",[139.81250000000017]
281,"[134.796875, '']",[133.3489583333334]
282,"[148.0221354166664, '']",[146.6276041666667]
283,"[171.09244791666643, '']",[169.71223958333303]
284,"[165.4830729166667, '']",[163.91796875000023]
285,"[150.36067708333306, '']",[149.0572916666667]
286,"[132.4752604166663, '']",[131.27473958333331]
287,"[163.84895833333348, '']",[162.44531250000006]
288,"[176.22526041666686, '']",[174.0768229166668]
289,"[184.87369791666595, '']",[182.54947916666674]
290,"[178.36197916666674, '']",[176.66406250000009]
291,"[177.32682291666683, '']",[175.38281250000043]
292,"[169.08593749999994, '']",[166.8606770833334]
293,"[175.19921875000003, '']",[172.60156249999991]
294,"[172.47135416666654, '']",[170.30078125000017]
295,"[183.92578124999986, '']",[181.48307291666626]
296,"[181.41406250000034, '']",[179.1614583333335]
297,"[166.51432291666663, '']",[164.0546875000004]
298,"[155.61328124999991, '']",[153.7135416666666]
299,"[168.54557291666663, '']",[166.23958333333337]
300,"[157.31770833333331, '']",[155.27343749999974]
301,"[167.00260416666669, '']",[164.8424479166666]
302,"[181.0273437499998, '']",[178.87239583333343]
303,"[188.5481770833331, '']",[186.28124999999991]
304,"[195.10026041666674, '']",[194.05208333333331]
305,"[185.52604166666674, '']",[183.9518229166667]
306,"[154.52864583333348, '']",[152.51692708333363]
307,"[107.32552083333309, '']",[105.96223958333334]
308,"[171.55078124999986, '']",[169.5104166666669]
309,"[187.33984375000006, '']",[186.19270833333385]
310,"[181.70703124999986, '']",[180.19140624999991]
311,"[169.81901041666686, '']",[168.67057291666686]
312,"[162.20312500000014, '']",[160.3736979166664]
313,"[152.41406249999986, '']",[150.81770833333323]
314,"[122.95833333333309, '']",[120.88671874999996]
315,"[95.59635416666654, '']",[93.43750000000004]
316,"[158.54947916666657, '']",[156.5859375000001]
317,"[171.68229166666637, '']",[169.56119791666714]
318,"[180.59895833333323, '']",[179.20052083333374]
319,"[182.05859374999991, '']",[179.37890625000043]
320,"[75.89192708333331, '']",[74.6940104166666]
321,"[122.14583333333337, '']",[120.61848958333327]
322,"[114.9440104166666, '']",[112.8763020833332]
323,"[93.61588541666679, '']",[92.02343749999994]
324,"[121.36588541666679, '']",[119.6067708333334]
325,"[95.48046875000003, '']",[94.11588541666664]
326,"[128.3789062499998, '']",[126.54296875000004]
327,"[79.05989583333339, '']",[77.52473958333343]
328,"[145.5364583333333, '']",[143.47786458333317]
329,"[147.0091145833332, '']",[145.01041666666666]
330,"[148.14843750000006, '']",[146.49218749999994]
331,"[152.7656250000001, '']",[150.93229166666669]
332,"[149.29166666666674, '']",[147.22135416666654]
333,"[147.74739583333334, '']",[146.07421874999997]
334,"[152.4479166666668, '']",[150.32421875000023]
335,"[123.18749999999987, '']",[121.39713541666663]
336,"[109.3151041666662, '']",[107.74869791666649]
337,"[172.3359375, '']",[170.7421875]
338,"[176.25911458333326, '']",[174.63671874999997]
339,"[180.02343749999986, '']",[178.51432291666646]
340,"[181.89843749999937, '']",[179.68229166666652]
341,"[181.86979166666652, '']",[179.45312499999983]
342,"[146.62630208333314, '']",[144.59765625000006]
343,"[180.79817708333348, '']",[179.41927083333326]
344,"[186.29036458333337, '']",[184.28906249999977]
345,"[68.1289062499999, '']",[66.21484375000003]
346,"[177.97526041666669, '']",[176.2929687500002]
347,"[194.12239583333346, '']",[191.92968750000017]
348,"[188.7135416666663, '']",[186.39453125000026]
349,"[178.84114583333326, '']",[176.44661458333346]
350,"[183.33984374999994, '']",[180.69921875000017]
351,"[199.04036458333312, '']",[196.9257812499995]
352,"[165.79557291666669, '']",[163.3059895833333]
353,"[179.02473958333331, '']",[177.32552083333337]
354,"[203.64973958333343, '']",[201.77213541666663]
355,"[143.51302083333343, '']",[141.69531250000003]
356,"[103.59114583333343, '']",[101.61718749999997]
357,"[193.2994791666666, '']",[191.24348958333323]
358,"[173.3346354166666, '']",[171.55078125000006]
359,"[166.97656250000009, '']",[165.22135416666646]
360,"[142.40755208333331, '']",[140.57552083333331]
361,"[132.55989583333323, '']",[131.18489583333337]
362,"[139.3684895833334, '']",[137.8320312499999]
363,"[164.85026041666663, '']",[162.6575520833334]
364,"[167.6927083333334, '']",[166.19140625000003]
365,"[151.40625000000026, '']",[149.53906249999994]
366,"[178.85937499999983, '']",[177.61718750000017]
367,"[160.30208333333354, '']",[159.07682291666683]
368,"[125.11067708333331, '']",[123.84374999999994]
369,"[147.47656250000023, '']",[145.84114583333357]
370,"[138.51041666666652, '']",[136.14453124999994]
371,"[147.01953125000023, '']",[144.90625]
372,"[164.95833333333366, '']",[163.06901041666677]
373,"[169.47135416666686, '']",[167.72265625]
374,"[156.59635416666666, '']",[154.52343749999991]
375,"[164.71874999999986, '']",[162.76302083333334]
376,"[168.78255208333326, '']",[167.15494791666688]
377,"[157.3229166666668, '']",[155.1835937499999]
378,"[125.79557291666653, '']",[124.18880208333324]
379,"[121.09895833333317, '']",[119.80598958333347]
380,"[172.9492187500004, '']",[171.5533854166668]
381,"[188.00520833333317, '']",[185.92057291666637]
382,"[189.81119791666654, '']",[187.44791666666663]
383,"[201.47786458333258, '']",[199.40885416666623]
384,"[203.59635416666612, '']",[202.02083333333363]
385,"[188.39973958333326, '']",[186.60416666666674]
386,"[165.36067708333343, '']",[163.16406249999997]
387,"[117.26562499999994, '']",[115.78776041666674]
388,"[186.66406250000006, '']",[185.08333333333368]
389,"[196.60677083333346, '']",[194.85026041666688]
390,"[187.89062500000034, '']",[185.69270833333385]
391,"[171.91145833333323, '']",[169.8567708333332]
392,"[159.9531250000001, '']",[158.21875]
393,"[159.53255208333348, '']",[157.49869791666669]
394,"[113.77734375, '']",[111.93098958333306]
395,"[102.45052083333323, '']",[101.20963541666667]
396,"[128.24088541666666, '']",[126.10677083333324]
397,"[120.4973958333331, '']",[119.2174479166666]
398,"[106.99609375000004, '']",[105.4114583333332]
399,"[101.1471354166666, '']",[99.59114583333304]
400,"[94.90364583333348, '']",[92.95182291666674]
401,"[118.92968749999991, '']",[116.96614583333348]
402,"[118.07421874999984, '']",[116.26432291666652]
403,"[107.49869791666681, '']",[105.11588541666686]
404,"[105.37890624999997, '']",[102.86718750000011]
405,"[50.31640625000008, '']",[48.779947916666664]
406,"[81.56249999999999, '']",[79.78385416666669]
407,"[49.38411458333337, '']",[47.82942708333337]
408,"[142.15755208333343, '']",[140.59244791666674]
409,"[150.47916666666669, '']",[148.8580729166666]
410,"[151.88802083333334, '']",[149.875]
411,"[153.27734375, '']",[151.1458333333333]
412,"[158.28906249999991, '']",[155.66406250000003]
413,"[141.80598958333334, '']",[140.02604166666666]
414,"[154.09505208333303, '']",[152.34895833333317]
415,"[139.41145833333346, '']",[137.55729166666674]
416,"[105.53124999999984, '']",[103.30078125000001]
417,"[171.6783854166668, '']",[170.22916666666643]
418,"[174.09635416666637, '']",[172.4986979166664]
419,"[175.04687500000003, '']",[173.53385416666683]
420,"[177.65885416666654, '']",[175.70312499999994]
421,"[179.13411458333303, '']",[177.2278645833331]
422,"[162.06770833333348, '']",[159.78776041666686]
423,"[175.59375000000009, '']",[174.3476562500002]
424,"[190.93229166666666, '']",[189.7395833333334]
425,"[75.65885416666667, '']",[73.95182291666664]
426,"[177.40624999999986, '']",[175.73046874999986]
427,"[201.83984374999946, '']",[199.73307291666626]
428,"[207.1822916666667, '']",[205.90755208333397]
429,"[209.68098958333334, '']",[207.6914062500004]
430,"[208.63541666666674, '']",[206.47916666666674]
431,"[209.81901041666603, '']",[207.98307291666603]
432,"[171.54166666666677, '']",[169.20312500000003]
433,"[191.14713541666717, '']",[189.79817708333326]
434,"[207.35416666666652, '']",[205.67317708333314]
435,"[150.20052083333331, '']",[148.42578125000003]
436,"[104.94140624999987, '']",[103.1666666666667]
437,"[146.49479166666657, '']",[144.6861979166664]
438,"[140.87239583333368, '']",[139.05338541666674]
439,"[140.46484374999994, '']",[139.16666666666674]
440,"[123.60026041666686, '']",[121.74479166666667]
441,"[127.32552083333346, '']",[125.19270833333331]
442,"[146.23046875, '']",[145.24479166666674]
443,"[168.66406249999994, '']",[166.72656249999966]
444,"[177.10807291666666, '']",[175.4557291666666]
445,"[165.80729166666666, '']",[163.88671875000003]
446,"[192.17057291666657, '']",[190.07291666666674]
447,"[153.82291666666677, '']",[151.61067708333337]
448,"[116.4192708333332, '']",[114.71744791666671]
449,"[146.4869791666668, '']",[144.50130208333334]
450,"[135.72265624999991, '']",[133.95442708333331]
451,"[144.66276041666657, '']",[143.10546874999991]
452,"[163.6302083333334, '']",[161.26432291666657]
453,"[164.9231770833335, '']",[163.3697916666667]
454,"[148.4114583333332, '']",[146.94921874999955]
455,"[140.09374999999972, '']",[138.25911458333317]
456,"[151.48828124999997, '']",[149.9270833333333]
457,"[167.98828124999972, '']",[165.95833333333334]
458,"[162.31901041666657, '']",[160.39713541666666]
459,"[152.55208333333326, '']",[151.08593749999994]
460,"[187.46614583333377, '']",[185.86328125000003]
461,"[151.9804687500001, '']",[150.02734375000003]
462,"[160.11848958333343, '']",[158.0442708333333]
463,"[176.36067708333297, '']",[174.58203124999991]
464,"[187.21484375000009, '']",[185.40364583333303]
465,"[178.7486979166667, '']",[177.44010416666657]
466,"[167.83723958333337, '']",[165.68880208333317]
467,"[122.05859375000014, '']",[121.0208333333334]
468,"[199.94140625000006, '']",[198.16536458333326]
469,"[207.84635416666637, '']",[206.3463541666669]
470,"[209.53645833333354, '']",[207.9427083333322]
471,"[209.4648437500002, '']",[206.72135416666697]
472,"[183.04557291666669, '']",[181.21874999999994]
473,"[165.46223958333326, '']",[163.48046874999963]
474,"[117.19140625000007, '']",[114.86848958333347]
475,"[152.76302083333337, '']",[150.38151041666669]
476,"[193.77213541666666, '']",[192.02343750000023]
477,"[185.52604166666626, '']",[183.5117187500002]
478,"[167.9309895833331, '']",[165.65624999999991]
479,"[156.26041666666688, '']",[153.86197916666669]
480,"[92.61328125000003, '']",[90.95052083333327]
481,"[115.04557291666653, '']",[113.10286458333306]
482,"[128.96484374999991, '']",[127.42447916666652]
483,"[122.50911458333327, '']",[120.36067708333324]
484,"[107.75781249999997, '']",[105.42187499999994]
485,"[32.45963541666669, '']",[30.64453124999999]
486,"[57.04947916666675, '']",[54.66796874999996]
487,"[53.09895833333335, '']",[51.27213541666666]
488,"[126.11197916666667, '']",[124.90104166666679]
489,"[132.07552083333331, '']",[130.93098958333292]
490,"[158.55989583333334, '']",[157.2382812500001]
491,"[153.07291666666666, '']",[151.0833333333333]
492,"[152.73828125000006, '']",[150.76822916666674]
493,"[129.63802083333337, '']",[127.49739583333326]
494,"[120.9869791666665, '']",[118.88541666666669]
495,"[125.45572916666664, '']",[123.82812500000017]
496,"[84.31640625000013, '']",[82.71744791666667]
497,"[158.67317708333337, '']",[157.1653645833334]
498,"[171.04687499999991, '']",[169.69791666666643]
499,"[169.98828125, '']",[168.12109375]
500,"[172.8164062499999, '']",[170.50651041666646]
501,"[177.04166666666637, '']",[175.4453124999997]
502,"[163.51953125000003, '']",[161.46614583333326]
503,"[187.02864583333331, '']",[185.3333333333331]
504,"[194.10546875, '']",[192.78776041666663]
505,"[68.77343749999991, '']",[66.81380208333333]
506,"[169.04557291666657, '']",[167.2226562499999]
507,"[195.76432291666615, '']",[194.0286458333329]
508,"[196.66015624999946, '']",[195.10026041666615]
509,"[199.53645833333312, '']",[197.0325520833333]
510,"[201.30598958333343, '']",[199.37890625]
511,"[204.6184895833333, '']",[202.52864583333314]
512,"[174.63281250000014, '']",[172.8255208333336]
513,"[195.01822916666646, '']",[193.40104166666657]
514,"[211.85286458333297, '']",[209.74999999999997]
515,"[155.3242187500001, '']",[153.25130208333331]
516,"[98.21614583333326, '']",[96.29947916666663]
517,"[136.56770833333343, '']",[134.81510416666697]
518,"[122.40755208333339, '']",[120.10677083333361]
519,"[112.54687500000003, '']",[109.78645833333334]
520,"[92.98567708333334, '']",[90.91276041666673]
521,"[118.4817708333334, '']",[116.77213541666688]
522,"[136.8268229166668, '']",[135.30859375]
523,"[151.98437500000003, '']",[150.25000000000023]
524,"[178.3645833333332, '']",[176.91796874999994]
525,"[173.31901041666669, '']",[171.5950520833333]
526,"[199.42057291666606, '']",[197.37499999999977]
527,"[149.83984375000003, '']",[148.0755208333334]
528,"[123.33854166666646, '']",[121.77213541666656]
529,"[148.5117187499997, '']",[146.43489583333314]
530,"[141.25651041666626, '']",[139.22656249999991]
531,"[136.21874999999997, '']",[134.61328125]
532,"[141.64583333333331, '']",[139.7239583333334]
533,"[158.96744791666686, '']",[157.23307291666666]
534,"[152.32161458333337, '']",[151.2083333333333]
535,"[145.9895833333334, '']",[144.04036458333368]
536,"[150.98307291666723, '']",[149.2213541666668]
537,"[183.8658854166663, '']",[182.08072916666646]
538,"[169.08072916666706, '']",[166.91145833333388]
539,"[150.57031250000006, '']",[149.59895833333334]
540,"[185.91276041666652, '']",[184.1940104166667]
541,"[116.39322916666683, '']",[114.48697916666687]
542,"[141.8333333333332, '']",[139.8776041666666]
543,"[165.9895833333333, '']",[164.4296874999998]
544,"[214.64453125000017, '']",[213.15755208333357]
545,"[195.56510416666637, '']",[193.6549479166668]
546,"[179.4010416666667, '']",[177.72656249999986]
547,"[142.3294270833334, '']",[140.47916666666657]
548,"[225.72005208333331, '']",[223.67057291666688]
549,"[231.97265624999974, '']",[231.11328125000037]
550,"[227.02734375000017, '']",[225.43229166666723]
551,"[218.67187500000014, '']",[217.13411458333297]
552,"[195.35546875000006, '']",[193.61848958333314]
553,"[169.00390625000017, '']",[167.16666666666663]
554,"[128.4882812500001, '']",[126.1145833333335]
555,"[185.32942708333346, '']",[183.87239583333334]
556,"[216.47786458333383, '']",[215.0312500000001]
557,"[214.8463541666668, '']",[212.57942708333331]
558,"[216.8776041666672, '']",[215.27213541666686]
559,"[213.54947916666637, '']",[211.27994791666666]
560,"[60.41406249999988, '']",[58.86848958333318]
561,"[110.89322916666674, '']",[108.76822916666659]
562,"[157.10416666666683, '']",[155.40104166666666]
