,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
,1.971354167,1.772135417,2.28515625,1.440104167,2.190104167,2.190104167,2.190104167,2.190104167,2.190104167,2.065104167,2.065104167,1.813802083,2.169270833,2.169270833,2.416666667,2.416666667,2.416666667,2.416666667,2.416666667,2.416666667,2.416666667,2.416666667,2.416666667,2.23828125,2.1875,2.1875,2.1875,2.1875,2.1875,2.1875,2.1875,2.13671875,2.13671875,2.13671875,2.13671875,2.1875,2.2421875,2.24609375,2.24609375,2.24609375,2.24609375,2.24609375,2.02734375,2.02734375,2.02734375,2.02734375,2.02734375,2.47265625,2.509114583,2.509114583
,2.791666667,2.200520833,2.200520833,2.393229167,2.908854167,2.908854167,2.908854167,2.908854167,2.708333333,2.708333333,2.708333333,2.447916667,3.036458333,3.036458333,2.54296875,2.588541667,2.692708333,2.64453125,2.73046875,2.73046875,3.337239583,3.26171875,3.4375,2.209635417,2.229166667,2.108072917,2.108072917,2.108072917,2.108072917,2.119791667,1.881510417,1.907552083,1.907552083,1.907552083,1.907552083,1.977864583,1.984375,1.984375,1.984375,1.984375,1.984375,1.984375,1.984375,1.984375,1.96875,2.052083333,2.052083333,2.076822917,2.076822917,2.66015625
,2.766927083,2.252604167,2.8515625,2.8515625,3.091145833,3.091145833,3.091145833,3.091145833,3.091145833,3.091145833,3.091145833,2.434895833,3.05078125,2.998697917,3.100260417,2.912760417,3.018229167,2.891927083,3.4375,2.834635417,3.38671875,3.186197917,2.860677083,2.05078125,2.48828125,2.41796875,2.41796875,2.41796875,2.41796875,2.606770833,2.755208333,2.635416667,2.712239583,2.518229167,2.486979167,1.963541667,1.897135417,1.897135417,1.897135417,1.897135417,1.897135417,1.897135417,1.897135417,1.897135417,2.2734375,2.2734375,2.2734375,2.223958333,2.223958333,2.223958333
,2.686197917,2.313802083,2.944010417,2.944010417,2.947916667,2.947916667,2.947916667,2.947916667,2.947916667,2.947916667,2.947916667,2.63671875,3.04296875,2.615885417,2.615885417,2.615885417,2.615885417,2.881510417,3.311197917,2.872395833,2.872395833,2.872395833,2.891927083,2.345052083,2.345052083,2.345052083,2.345052083,2.345052083,2.345052083,2.358072917,2.358072917,2.354166667,2.354166667,1.78125,2.201822917,2.584635417,2.592447917,2.592447917,2.592447917,2.592447917,2.592447917,2.592447917,2.592447917,2.536458333,2.51953125,2.51953125,2.51953125,2.60546875,2.60546875,2.60546875
,2.811197917,2.770833333,2.770833333,2.770833333,2.920572917,2.708333333,2.598958333,2.598958333,2.598958333,2.598958333,2.598958333,1.9140625,2.559895833,1.924479167,1.924479167,1.924479167,1.924479167,1.8984375,1.90234375,1.90234375,1.90234375,1.90234375,1.90234375,1.766927083,1.766927083,1.766927083,1.766927083,1.766927083,1.766927083,1.766927083,1.766927083,1.766927083,1.766927083,1.766927083,1.766927083,2.533854167,2.466145833,2.466145833,2.5703125,2.5703125,2.5703125,2.5703125,2.98828125,2.38671875,2.565104167,2.565104167,2.734375,2.078125,2.127604167,1.936197917
,2.36328125,2.065104167,2.708333333,2.688802083,2.84375,2.510416667,2.510416667,2.510416667,2.153645833,2.486979167,2.486979167,2.22265625,2.22265625,2.22265625,2.22265625,2.22265625,2.22265625,2.22265625,2.21875,2.21875,2.21875,2.21875,2.21875,2.302083333,2.302083333,2.302083333,2.302083333,2.302083333,2.302083333,2.294270833,2.259114583,2.2421875,2.940104167,2.36328125,2.940104167,2.30078125,2.936197917,2.311197917,2.884114583,2.342447917,2.884114583,2.342447917,2.454427083,2.24609375,2.2734375,2.2734375,2.29296875,2.678385417,2.701822917,2.622395833
,2.58984375,2.537760417,2.485677083,2.229166667,2.240885417,2.236979167,2.236979167,2.236979167,2.236979167,2.236979167,2.236979167,2.873697917,3.256510417,3.149739583,2.5078125,2.4609375,2.4609375,2.5078125,2.5078125,2.5078125,2.5078125,2.51171875,2.51171875,2.71484375,3.046875,2.791666667,2.890625,2.890625,2.890625,2.859375,2.859375,2.71484375,2.71484375,2.71484375,2.71484375,2.6484375,2.70703125,2.368489583,2.580729167,2.580729167,2.580729167,2.580729167,3.264322917,2.700520833,3.1171875,2.576822917,2.973958333,2.630208333,2.51171875,2.171875
,2.751302083,2.751302083,2.471354167,2.415364583,2.415364583,2.251302083,2.251302083,2.251302083,2.251302083,2.251302083,2.251302083,2.720052083,2.716145833,2.716145833,2.876302083,2.645833333,2.873697917,2.645833333,2.873697917,2.645833333,2.873697917,2.484375,2.484375,2.321614583,2.321614583,2.2578125,2.446614583,2.234375,2.234375,1.256510417,1.256510417,1.256510417,1.256510417,1.256510417,1.912760417,2.75,2.772135417,2.772135417,2.772135417,2.7265625,2.786458333,2.6796875,2.709635417,2.5,2.265625,2.64453125,2.720052083,2.54296875,2.75,2.141927083
,3.108072917,3.0390625,3.213541667,2.970052083,2.970052083,2.970052083,2.970052083,2.970052083,2.970052083,2.970052083,2.970052083,1.697916667,2.19140625,2.19140625,2.640625,2.540364583,2.587239583,2.587239583,2.587239583,2.587239583,2.587239583,2.067708333,2.122395833,1.860677083,2.479166667,2.397135417,2.501302083,2.364583333,2.364583333,2.48046875,2.48046875,2.48046875,2.48046875,2.432291667,2.432291667,2.625,2.625,2.561197917,2.561197917,2.561197917,2.561197917,2.561197917,2.625,2.625,2.669270833,2.5078125,2.5078125,1.895833333,2.333333333,2.333333333
,3.611979167,3.424479167,2.734375,2.751302083,3.0078125,2.720052083,3.03125,2.743489583,3.01953125,2.897135417,2.897135417,1.84765625,1.84765625,1.837239583,1.817708333,1.817708333,1.71875,1.71875,1.703125,1.703125,1.703125,1.703125,1.703125,2.348958333,2.348958333,2.348958333,2.407552083,2.407552083,2.407552083,2.545572917,2.545572917,2.389322917,2.389322917,2.389322917,2.389322917,1.756510417,1.864583333,1.864583333,1.864583333,1.864583333,1.864583333,1.864583333,1.864583333,1.864583333,2.065104167,1.920572917,1.920572917,1.66015625,1.64453125,1.64453125
,2.529947917,2.529947917,2.552083333,2.610677083,3.204427083,3.204427083,3.26171875,3.26171875,3.26171875,3.26171875,3.09765625,2.569010417,2.99609375,2.83984375,2.305989583,2.305989583,2.305989583,2.305989583,2.305989583,2.305989583,2.494791667,2.282552083,2.282552083,2.02734375,2.02734375,2.02734375,2.08984375,2.08984375,2.41796875,1.736979167,1.84375,1.485677083,1.859375,1.513020833,1.513020833,2.248697917,2.658854167,2.658854167,2.658854167,2.658854167,2.658854167,2.658854167,2.658854167,2.658854167,2.579427083,2.501302083,2.501302083,2.169270833,2.565104167,2.565104167
,2.73046875,2.059895833,2.059895833,2.274739583,2.274739583,2.274739583,2.4296875,2.177083333,2.196614583,2.21484375,2.21484375,2.397135417,2.397135417,2.397135417,2.397135417,2.397135417,2.397135417,2.397135417,2.397135417,2.319010417,2.319010417,2.319010417,2.108072917,2.244791667,2.247395833,2.157552083,2.157552083,2.157552083,2.157552083,2.2265625,2.2265625,2.2265625,2.2265625,2.21875,2.1875,1.962239583,1.997395833,1.997395833,1.997395833,1.997395833,2.674479167,2.674479167,2.674479167,2.674479167,2.561197917,2.561197917,2.561197917,2.342447917,2.446614583,2.446614583
,2.95703125,2.555989583,2.4765625,2.311197917,2.311197917,2.311197917,2.311197917,2.173177083,2.541666667,2.311197917,2.748697917,1.990885417,2.01953125,2.01953125,2.028645833,2.0234375,2.0234375,2.0234375,2.0234375,2.03125,2.111979167,2.111979167,2.111979167,2.03125,2.002604167,1.92578125,1.92578125,1.92578125,1.92578125,1.9140625,1.9140625,1.579427083,1.983072917,1.553385417,1.553385417,1.82421875,1.82421875,1.82421875,1.82421875,1.82421875,1.82421875,1.82421875,1.82421875,1.82421875,1.932291667,1.932291667,1.973958333,2.442708333,2.442708333,2.442708333
,2.274739583,2.274739583,2.274739583,2.274739583,2.274739583,2.274739583,2.274739583,2.274739583,2.274739583,2.260416667,2.291666667,2.841145833,2.78125,2.78125,2.78125,2.05859375,2.05859375,2.05859375,2.05859375,2.05859375,2.05859375,2.05859375,2.05859375,2.08984375,2.07421875,2.072916667,2.072916667,2.072916667,2.072916667,2.171875,2.43359375,2.43359375,2.37109375,2.37109375,2.37109375,2.834635417,2.984375,2.984375,3,3,2.5,2.5,2.5,2.5,2.53515625,2.53515625,2.53515625,2.552083333,2.360677083,2.360677083
,2.555989583,2.151041667,2.96484375,2.96484375,2.96484375,2.947916667,2.947916667,2.947916667,2.947916667,2.947916667,2.947916667,2.7578125,2.0859375,2.0859375,2.170572917,2.170572917,2.170572917,2.170572917,2.170572917,2.170572917,2.1953125,2.005208333,2.005208333,2.889322917,3.052083333,2.846354167,2.924479167,2.924479167,2.924479167,2.924479167,3.059895833,2.270833333,3.02734375,2.247395833,3.02734375,2.20703125,3.0234375,2.329427083,2.329427083,2.223958333,2.388020833,2.388020833,2.388020833,2.388020833,2.388020833,2.388020833,2.388020833,2.20703125,3.015625,2.330729167
,3.299479167,3.018229167,3.21484375,3.21484375,3.263020833,2.701822917,2.701822917,2.701822917,2.701822917,2.701822917,2.701822917,2.772135417,3.209635417,2.48046875,2.334635417,2.334635417,2.334635417,2.334635417,2.334635417,2.334635417,2.62109375,1.890625,2.44140625,2.30078125,2.2734375,2.497395833,2.497395833,2.497395833,2.497395833,2.497395833,2.497395833,2.602864583,2.602864583,2.602864583,2.602864583,2.1328125,2.1328125,2.1328125,2.1328125,2.1328125,2.1328125,2.1328125,2.6875,2.6875,2.6875,2.6875,2.6875,1.9375,2.3125,2.3125
,2.536458333,2.216145833,2.66015625,2.239583333,2.69921875,2.286458333,2.40234375,2.259114583,2.356770833,2.213541667,2.436197917,2.220052083,2.220052083,2.235677083,2.6953125,2.490885417,2.490885417,2.490885417,2.490885417,2.490885417,2.536458333,2.37890625,2.37890625,2.28125,2.661458333,2.430989583,2.430989583,2.430989583,2.430989583,2.430989583,2.481770833,2.501302083,2.631510417,2.643229167,2.643229167,2.33984375,2.643229167,2.390625,2.390625,2.390625,2.390625,2.390625,2.390625,2.41015625,2.41015625,2.41015625,2.41015625,2.359375,2.647135417,2.420572917
,2.537760417,2.256510417,2.53125,2.53125,2.53125,2.5546875,2.62890625,2.62890625,2.62890625,2.62890625,2.6953125,2.447916667,2.447916667,2.748697917,2.748697917,2.759114583,2.20703125,2.20703125,2.20703125,2.20703125,2.108072917,2.108072917,2.108072917,2.404947917,2.404947917,2.322916667,2.322916667,2.322916667,2.322916667,2.322916667,2.3125,2.049479167,2.8671875,3.0703125,2.627604167,2.537760417,1.912760417,1.912760417,1.912760417,2.2109375,2.361979167,1.821614583,2.22265625,2.704427083,2.704427083,2.704427083,3.18359375,2.416666667,2.416666667,2.416666667
,2.985677083,3.266927083,3.221354167,3.221354167,3.221354167,3.217447917,3.322916667,3.106770833,3.106770833,3.106770833,3.106770833,1.799479167,2.403645833,2.01171875,2.040364583,1.998697917,1.9375,1.9375,1.928385417,1.928385417,1.928385417,1.928385417,1.9765625,2.171875,2.682291667,2.569010417,2.569010417,2.569010417,2.569010417,2.526041667,2.860677083,2.860677083,2.47265625,2.48828125,2.47265625,2.208333333,2.674479167,2.595052083,2.75390625,2.184895833,2.377604167,2.365885417,2.354166667,2.381510417,2.326822917,2.326822917,2.326822917,2.373697917,2.25,2.25
,2.162760417,2.162760417,2.393229167,2.259114583,2.841145833,2.721354167,2.721354167,2.721354167,2.721354167,2.721354167,2.721354167,1.865885417,2.048177083,2.048177083,2.256510417,2.256510417,2.653645833,2.111979167,3.096354167,2.235677083,3.061197917,2.239583333,2.688802083,1.493489583,1.950520833,1.546875,1.546875,1.546875,1.546875,1.546875,1.575520833,1.575520833,1.591145833,1.591145833,1.591145833,2.053385417,2.151041667,2.095052083,2.095052083,2.095052083,2.095052083,2.095052083,2.095052083,2.095052083,2.095052083,2.095052083,2.095052083,2.053385417,2.236979167,2.236979167
,3.333333333,2.50390625,2.602864583,2.602864583,2.643229167,2.643229167,2.779947917,2.611979167,2.729166667,2.584635417,2.701822917,2.76171875,2.76171875,2.76171875,2.77734375,2.77734375,2.77734375,2.77734375,2.7890625,2.7890625,2.7890625,2.7890625,2.25390625,1.826822917,1.826822917,1.826822917,1.826822917,1.826822917,1.826822917,1.826822917,1.78515625,1.78515625,1.78515625,1.78515625,1.78515625,2.701822917,2.701822917,2.701822917,2.701822917,2.725260417,2.725260417,2.725260417,2.725260417,2.725260417,2.725260417,2.725260417,2.725260417,2.725260417,2.725260417,2.725260417
,2.299479167,2.299479167,2.399739583,2.328125,2.759114583,2.62890625,2.845052083,2.697916667,2.747395833,2.61328125,2.657552083,2.78515625,2.78515625,2.78515625,2.782552083,2.782552083,2.782552083,2.782552083,2.782552083,2.786458333,2.786458333,2.786458333,2.772135417,2.188802083,2.188802083,2.188802083,2.188802083,2.188802083,2.188802083,2.188802083,2.188802083,2.188802083,2.188802083,2.188802083,2.192708333,2.192708333,2.192708333,2.192708333,2.192708333,2.334635417,2.334635417,2.334635417,2.334635417,2.334635417,2.307291667,2.307291667,2.307291667,2.015625,2.015625,2.015625
,2.678385417,2.421875,3.014322917,2.493489583,2.50390625,2.50390625,2.50390625,2.50390625,2.50390625,2.50390625,2.50390625,2.307291667,2.307291667,2.307291667,1.881510417,1.881510417,1.881510417,1.881510417,1.881510417,1.712239583,1.96484375,1.96484375,1.96484375,2.21875,2.102864583,2.102864583,2.552083333,2.552083333,2.552083333,2.576822917,2.576822917,2.576822917,2.576822917,2.576822917,2.576822917,2.279947917,2.098958333,2.098958333,2.098958333,2.1640625,2.1640625,2.1640625,2.1640625,2.1640625,2.1640625,2.217447917,2.217447917,1.908854167,1.958333333,1.958333333
,2.533854167,1.951822917,2.59765625,2.692708333,3.166666667,2.950520833,3.161458333,2.921875,3.130208333,2.921875,3.130208333,2.223958333,2.223958333,2.223958333,2.223958333,1.872395833,2.3125,2.3125,2.647135417,2.440104167,2.591145833,2.444010417,2.643229167,2.63671875,2.63671875,2.3203125,1.88671875,1.88671875,1.88671875,1.825520833,1.809895833,1.809895833,1.809895833,1.809895833,1.809895833,1.744791667,2.30078125,2.30078125,2.30078125,2.30078125,2.30078125,2.30078125,2.30078125,2.30078125,2.30078125,2.248697917,2.248697917,2.286458333,2.286458333,2.290364583
,2.345052083,2.39453125,2.303385417,2.295572917,2.704427083,2.4375,2.4375,2.139322917,2.41796875,2.139322917,2.42578125,2.614583333,2.540364583,2.421875,2.34375,2.34375,2.34375,2.34375,2.34375,2.37890625,2.778645833,2.778645833,2.778645833,1.611979167,1.845052083,1.845052083,1.872395833,1.802083333,1.802083333,1.8828125,2.4140625,2.227864583,2.227864583,2.212239583,2.212239583,2.165364583,2.165364583,2.2578125,2.2578125,2.450520833,2.450520833,2.450520833,2.450520833,2.450520833,2.419270833,2.419270833,2.419270833,1.701822917,1.701822917,1.701822917
,2.356770833,2.356770833,2.356770833,2.319010417,2.315104167,2.338541667,2.36328125,2.36328125,2.34765625,2.34765625,2.345052083,2.190104167,2.32421875,1.983072917,1.975260417,1.997395833,1.997395833,1.997395833,1.997395833,2.037760417,2.037760417,2.037760417,2.037760417,2.204427083,2.30078125,2.240885417,2.240885417,2.240885417,2.240885417,2.239583333,2.239583333,2.204427083,2.204427083,2.204427083,2.204427083,2.338541667,2.34765625,2.34765625,2.34765625,2.376302083,2.364583333,2.364583333,2.364583333,2.364583333,2.309895833,2.309895833,2.309895833,2.61328125,2.731770833,2.731770833
